"","School_Label","CIPFamily","CIPFamilyTitle","Value_Type","Value","Percentage","Category","School.Code","CIPF.Code"
"431","Northwestern",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",5,0.051020408,"Football","Nrth","LAASGSAH"
"432","Northwestern",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",1089,0.510070258,"School","Nrth","LAASGSAH"
"433","Northwestern",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",1,0.010204082,"Football","Nrth","BABS"
"434","Northwestern",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",2,0.020408163,"Football","Nrth","PARS"
"435","Northwestern",41,"SCIENCE TECHNOLOGIES/TECHNICIANS.","College Major",85,0.039812646,"School","Nrth","SCIT"
"436","Northwestern",42,"PSYCHOLOGY.","College Major",5,0.051020408,"Football","Nrth","PSYC"
"437","Northwestern",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",1,0.010204082,"Football","Nrth","HSLEFARPS"
"438","Northwestern",44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","College Major",8,0.081632653,"Football","Nrth","PAASSP"
"439","Northwestern",45,"SOCIAL SCIENCES.","College Major",33,0.336734694,"Football","Nrth","SOCS"
"440","Northwestern",50,"VISUAL AND PERFORMING ARTS.","College Major",107,0.050117096,"School","Nrth","VAPA"
"441","Northwestern",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",1,0.010204082,"Football","Nrth","HPARP"
"442","Northwestern",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",1,0.010204082,"Football","Nrth","BMMARSS"
"443","Northwestern",54,"HISTORY.","College Major",4,0.040816327,"Football","Nrth","HIST"
"444","Notre Dame",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",10,0.004814636,"School","NtrD","AAOARS"
"445","Notre Dame",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",37,0.017814155,"School","NtrD","NRAC"
"446","Notre Dame",4,"ARCHITECTURE AND RELATED SERVICES.","College Major",42,0.020221473,"School","NtrD","AARS"
"447","Notre Dame",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",37,0.017814155,"School","NtrD","CAISASS"
"448","Notre Dame",14,"ENGINEERING.","College Major",189,0.09099663,"School","NtrD","ENGI"
"449","Notre Dame",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",183,0.088107848,"School","NtrD","FLLAL"
"450","Notre Dame",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",81,0.038998556,"School","NtrD","ELAL"
"451","Notre Dame",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",1,0.025641026,"Football","NtrD","LAASGSAH"
"452","Notre Dame",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",27,0.012999519,"School","NtrD","LAASGSAH"
"453","Notre Dame",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",96,0.04622051,"School","NtrD","BABS"
"454","Notre Dame",27,"MATHEMATICS AND STATISTICS.","College Major",35,0.016851228,"School","NtrD","MAAS"
"455","Notre Dame",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",75,0.036109774,"School","NtrD","MULS"
"456","Notre Dame",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",29,0.013962446,"School","NtrD","PARS"
"457","Notre Dame",39,"THEOLOGY AND RELIGIOUS VOCATIONS.","College Major",48,0.023110255,"School","NtrD","TARV"
"458","Notre Dame",40,"PHYSICAL SCIENCES.","College Major",37,0.017814155,"School","NtrD","PHYS"
"459","Notre Dame",42,"PSYCHOLOGY.","College Major",2,0.051282051,"Football","NtrD","PSYC"
"460","Notre Dame",42,"PSYCHOLOGY.","College Major",100,0.048146365,"School","NtrD","PSYC"
"461","Notre Dame",45,"SOCIAL SCIENCES.","College Major",5,0.128205128,"Football","NtrD","SOCS"
"462","Notre Dame",46,"CONSTRUCTION TRADES.","College Major",332,0.159845932,"School","NtrD","CONT"
"463","Notre Dame",50,"VISUAL AND PERFORMING ARTS.","College Major",14,0.358974359,"Football","NtrD","VAPA"
"464","Notre Dame",50,"VISUAL AND PERFORMING ARTS.","College Major",100,0.048146365,"School","NtrD","VAPA"
"465","Notre Dame",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",137,0.06596052,"School","NtrD","HPARP"
"466","Notre Dame",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",17,0.435897436,"Football","NtrD","BMMARSS"
"467","Notre Dame",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",418,0.201251805,"School","NtrD","BMMARSS"
"468","Notre Dame",54,"HISTORY.","College Major",64,0.030813674,"School","NtrD","HIST"
"469","Ohio State",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",470,0.041552471,"School","OhSt","AAOARS"
"470","Ohio State",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",126,0.011139599,"School","OhSt","NRAC"
"471","Ohio State",4,"ARCHITECTURE AND RELATED SERVICES.","College Major",138,0.012200513,"School","OhSt","AARS"
"472","Ohio State",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",3,0.046153846,"Football","OhSt","AECGAGS"
"473","Ohio State",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",31,0.002740695,"School","OhSt","AECGAGS"
"474","Ohio State",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",10,0.153846154,"Football","OhSt","CJARP"
"475","Ohio State",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",541,0.047829546,"School","OhSt","CJARP"
"476","Ohio State",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",2,0.030769231,"Football","OhSt","CAISASS"
"477","Ohio State",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",74,0.006542304,"School","OhSt","CAISASS"
"478","Ohio State",13,"EDUCATION.","College Major",1,0.015384615,"Football","OhSt","EDUC"
"479","Ohio State",13,"EDUCATION.","College Major",390,0.03447971,"School","OhSt","EDUC"
"480","Ohio State",14,"ENGINEERING.","College Major",4,0.061538462,"Football","OhSt","ENGI"
"481","Ohio State",14,"ENGINEERING.","College Major",1128,0.099725931,"School","OhSt","ENGI"
"482","Ohio State",15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","College Major",3,0.000265229,"School","OhSt","ETAEF"
"483","Ohio State",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",330,0.029175139,"School","OhSt","FLLAL"
"484","Ohio State",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",10,0.153846154,"Football","OhSt","FACSS"
"485","Ohio State",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",883,0.0780656,"School","OhSt","FACSS"
"486","Ohio State",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",370,0.03271152,"School","OhSt","ELAL"
"487","Ohio State",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",2,0.030769231,"Football","OhSt","LAASGSAH"
"488","Ohio State",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",33,0.002917514,"School","OhSt","LAASGSAH"
"489","Ohio State",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",4,0.061538462,"Football","OhSt","BABS"
"490","Ohio State",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",717,0.063389621,"School","OhSt","BABS"
"491","Ohio State",27,"MATHEMATICS AND STATISTICS.","College Major",116,0.010255503,"School","OhSt","MAAS"
"492","Ohio State",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",93,0.008222085,"School","OhSt","MULS"
"493","Ohio State",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",10,0.153846154,"Football","OhSt","PRLAFS"
"494","Ohio State",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",126,0.011139599,"School","OhSt","PRLAFS"
"495","Ohio State",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",44,0.003890019,"School","OhSt","PARS"
"496","Ohio State",40,"PHYSICAL SCIENCES.","College Major",118,0.010432323,"School","OhSt","PHYS"
"497","Ohio State",42,"PSYCHOLOGY.","College Major",719,0.06356644,"School","OhSt","PSYC"
"498","Ohio State",44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","College Major",159,0.014057113,"School","OhSt","PAASSP"
"499","Ohio State",45,"SOCIAL SCIENCES.","College Major",13,0.2,"Football","OhSt","SOCS"
"500","Ohio State",45,"SOCIAL SCIENCES.","College Major",1337,0.118203519,"School","OhSt","SOCS"
"501","Ohio State",49,"TRANSPORTATION AND MATERIALS MOVING.","College Major",1,0.015384615,"Football","OhSt","TAMM"
"502","Ohio State",49,"TRANSPORTATION AND MATERIALS MOVING.","College Major",50,0.004420476,"School","OhSt","TAMM"
"503","Ohio State",50,"VISUAL AND PERFORMING ARTS.","College Major",321,0.028379454,"School","OhSt","VAPA"
"504","Ohio State",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",839,0.074175581,"School","OhSt","HPARP"
"505","Ohio State",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",5,0.076923077,"Football","OhSt","BMMARSS"
"506","Ohio State",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",1942,0.171691274,"School","OhSt","BMMARSS"
"507","Ohio State",54,"HISTORY.","College Major",213,0.018831226,"School","OhSt","HIST"
"508","Oklahoma",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",20,0.00490076,"School","Oklh","NRAC"
"509","Oklahoma",4,"ARCHITECTURE AND RELATED SERVICES.","College Major",31,0.007596177,"School","Oklh","AARS"
"510","Oklahoma",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",1,0.01754386,"Football","Oklh","AECGAGS"
"511","Oklahoma",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",31,0.007596177,"School","Oklh","AECGAGS"
"512","Oklahoma",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",9,0.157894737,"Football","Oklh","CJARP"
"513","Oklahoma",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",367,0.089928939,"School","Oklh","CJARP"
"514","Oklahoma",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",41,0.010046557,"School","Oklh","CAISASS"
"515","Oklahoma",13,"EDUCATION.","College Major",163,0.039941191,"School","Oklh","EDUC"
"516","Oklahoma",14,"ENGINEERING.","College Major",367,0.089928939,"School","Oklh","ENGI"
"517","Oklahoma",15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","College Major",1,0.01754386,"Football","Oklh","ETAEF"
"518","Oklahoma",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",82,0.020093114,"School","Oklh","FLLAL"
"519","Oklahoma",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",82,0.020093114,"School","Oklh","ELAL"
"520","Oklahoma",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",28,0.49122807,"Football","Oklh","LAASGSAH"
"521","Oklahoma",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",224,0.054888508,"School","Oklh","LAASGSAH"
"522","Oklahoma",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",1,0.01754386,"Football","Oklh","BABS"
"523","Oklahoma",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",224,0.054888508,"School","Oklh","BABS"
"524","Oklahoma",27,"MATHEMATICS AND STATISTICS.","College Major",41,0.010046557,"School","Oklh","MAAS"
"525","Oklahoma",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",551,0.135015927,"School","Oklh","MULS"
"526","Oklahoma",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",122,0.029894634,"School","Oklh","PRLAFS"
"527","Oklahoma",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",41,0.010046557,"School","Oklh","PARS"
"528","Oklahoma",40,"PHYSICAL SCIENCES.","College Major",122,0.029894634,"School","Oklh","PHYS"
"529","Oklahoma",42,"PSYCHOLOGY.","College Major",1,0.01754386,"Football","Oklh","PSYC"
"530","Oklahoma",42,"PSYCHOLOGY.","College Major",143,0.035040431,"School","Oklh","PSYC"
"531","Oklahoma",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",41,0.010046557,"School","Oklh","HSLEFARPS"
"532","Oklahoma",44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","College Major",41,0.010046557,"School","Oklh","PAASSP"
"533","Oklahoma",45,"SOCIAL SCIENCES.","College Major",11,0.192982456,"Football","Oklh","SOCS"
"534","Oklahoma",45,"SOCIAL SCIENCES.","College Major",265,0.064935065,"School","Oklh","SOCS"
"535","Oklahoma",49,"TRANSPORTATION AND MATERIALS MOVING.","College Major",41,0.010046557,"School","Oklh","TAMM"
"536","Oklahoma",50,"VISUAL AND PERFORMING ARTS.","College Major",204,0.049987748,"School","Oklh","VAPA"
"537","Oklahoma",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",5,0.087719298,"Football","Oklh","BMMARSS"
"538","Oklahoma",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",755,0.185003676,"School","Oklh","BMMARSS"
"539","Oklahoma",54,"HISTORY.","College Major",82,0.020093114,"School","Oklh","HIST"
"540","Oregon",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",141,0.030019161,"School","Orgn","NRAC"
"541","Oregon",4,"ARCHITECTURE AND RELATED SERVICES.","College Major",94,0.020012774,"School","Orgn","AARS"
"542","Oregon",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",47,0.010006387,"School","Orgn","AECGAGS"
"543","Oregon",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",6,0.06,"Football","Orgn","CJARP"
"544","Oregon",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",469,0.099850969,"School","Orgn","CJARP"
"545","Oregon",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",47,0.010006387,"School","Orgn","CAISASS"
"546","Oregon",13,"EDUCATION.","College Major",1,0.01,"Football","Orgn","EDUC"
"547","Oregon",13,"EDUCATION.","College Major",94,0.020012774,"School","Orgn","EDUC"
"548","Oregon",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",329,0.070044709,"School","Orgn","FLLAL"
"549","Oregon",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",141,0.030019161,"School","Orgn","ELAL"
"550","Oregon",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",52,0.52,"Football","Orgn","LAASGSAH"
"551","Oregon",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",6,0.06,"Football","Orgn","BABS"
"552","Oregon",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",282,0.060038322,"School","Orgn","BABS"
"553","Oregon",27,"MATHEMATICS AND STATISTICS.","College Major",47,0.010006387,"School","Orgn","MAAS"
"554","Oregon",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",235,0.050031935,"School","Orgn","MULS"
"555","Oregon",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",7,0.07,"Football","Orgn","PRLAFS"
"556","Oregon",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",94,0.020012774,"School","Orgn","PARS"
"557","Oregon",40,"PHYSICAL SCIENCES.","College Major",47,0.010006387,"School","Orgn","PHYS"
"558","Oregon",42,"PSYCHOLOGY.","College Major",4,0.04,"Football","Orgn","PSYC"
"559","Oregon",42,"PSYCHOLOGY.","College Major",376,0.080051096,"School","Orgn","PSYC"
"560","Oregon",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",1,0.01,"Football","Orgn","HSLEFARPS"
"561","Oregon",44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","College Major",141,0.030019161,"School","Orgn","PAASSP"
"562","Oregon",45,"SOCIAL SCIENCES.","College Major",6,0.06,"Football","Orgn","SOCS"
"563","Oregon",45,"SOCIAL SCIENCES.","College Major",986,0.209921226,"School","Orgn","SOCS"
"564","Oregon",50,"VISUAL AND PERFORMING ARTS.","College Major",1,0.01,"Football","Orgn","VAPA"
"565","Oregon",50,"VISUAL AND PERFORMING ARTS.","College Major",329,0.070044709,"School","Orgn","VAPA"
"566","Oregon",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",47,0.010006387,"School","Orgn","HPARP"
"567","Oregon",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",16,0.16,"Football","Orgn","BMMARSS"
"568","Oregon",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",610,0.12987013,"School","Orgn","BMMARSS"
"569","Oregon",54,"HISTORY.","College Major",141,0.030019161,"School","Orgn","HIST"
"570","Oregon State",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",3,0.028846154,"Football","OrgS","AAOARS"
"571","Oregon State",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",216,0.054905948,"School","OrgS","AAOARS"
"572","Oregon State",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",1,0.009615385,"Football","OrgS","NRAC"
"573","Oregon State",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",248,0.063040163,"School","OrgS","NRAC"
"574","Oregon State",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",2,0.019230769,"Football","OrgS","AECGAGS"
"575","Oregon State",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",16,0.004067107,"School","OrgS","AECGAGS"
"576","Oregon State",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",10,0.096153846,"Football","OrgS","CJARP"
"577","Oregon State",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",71,0.018047789,"School","OrgS","CJARP"
"578","Oregon State",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",83,0.021098119,"School","OrgS","CAISASS"
"579","Oregon State",13,"EDUCATION.","College Major",1,0.009615385,"Football","OrgS","EDUC"
"580","Oregon State",13,"EDUCATION.","College Major",71,0.018047789,"School","OrgS","EDUC"
"581","Oregon State",14,"ENGINEERING.","College Major",4,0.038461538,"Football","OrgS","ENGI"
"582","Oregon State",14,"ENGINEERING.","College Major",594,0.150991357,"School","OrgS","ENGI"
"583","Oregon State",15,"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.","College Major",1,0.009615385,"Football","OrgS","ETAEF"
"584","Oregon State",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",31,0.00788002,"School","OrgS","FLLAL"
"585","Oregon State",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",7,0.067307692,"Football","OrgS","FACSS"
"586","Oregon State",19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","College Major",425,0.108032537,"School","OrgS","FACSS"
"587","Oregon State",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",67,0.017031012,"School","OrgS","ELAL"
"588","Oregon State",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",21,0.201923077,"Football","OrgS","LAASGSAH"
"589","Oregon State",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",236,0.059989832,"School","OrgS","LAASGSAH"
"590","Oregon State",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",1,0.009615385,"Football","OrgS","BABS"
"591","Oregon State",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",228,0.057956279,"School","OrgS","BABS"
"592","Oregon State",27,"MATHEMATICS AND STATISTICS.","College Major",24,0.006100661,"School","OrgS","MAAS"
"593","Oregon State",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",157,0.03990849,"School","OrgS","MULS"
"594","Oregon State",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",8,0.076923077,"Football","OrgS","PRLAFS"
"595","Oregon State",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",153,0.038891713,"School","OrgS","PRLAFS"
"596","Oregon State",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",12,0.00305033,"School","OrgS","PARS"
"597","Oregon State",40,"PHYSICAL SCIENCES.","College Major",63,0.016014235,"School","OrgS","PHYS"
"598","Oregon State",42,"PSYCHOLOGY.","College Major",5,0.048076923,"Football","OrgS","PSYC"
"599","Oregon State",42,"PSYCHOLOGY.","College Major",130,0.033045247,"School","OrgS","PSYC"
"600","Oregon State",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",1,0.009615385,"Football","OrgS","HSLEFARPS"
"601","Oregon State",45,"SOCIAL SCIENCES.","College Major",13,0.125,"Football","OrgS","SOCS"
"602","Oregon State",45,"SOCIAL SCIENCES.","College Major",220,0.055922725,"School","OrgS","SOCS"
"603","Oregon State",50,"VISUAL AND PERFORMING ARTS.","College Major",134,0.034062023,"School","OrgS","VAPA"
"604","Oregon State",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",5,0.048076923,"Football","OrgS","HPARP"
"605","Oregon State",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",142,0.036095577,"School","OrgS","HPARP"
"606","Oregon State",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",21,0.201923077,"Football","OrgS","BMMARSS"
"607","Oregon State",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",558,0.141840366,"School","OrgS","BMMARSS"
"608","Oregon State",54,"HISTORY.","College Major",55,0.013980681,"School","OrgS","HIST"
"609","Rutgers",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",1,0.010204082,"Football","Rtgr","AAOARS"
"610","Rutgers",1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","College Major",99,0.016014235,"School","Rtgr","AAOARS"
"611","Rutgers",3,"NATURAL RESOURCES AND CONSERVATION.","College Major",117,0.018925914,"School","Rtgr","NRAC"
"612","Rutgers",4,"ARCHITECTURE AND RELATED SERVICES.","College Major",31,0.005014558,"School","Rtgr","AARS"
"613","Rutgers",5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","College Major",86,0.013911356,"School","Rtgr","AECGAGS"
"614","Rutgers",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",8,0.081632653,"Football","Rtgr","CJARP"
"615","Rutgers",9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","College Major",636,0.102879327,"School","Rtgr","CJARP"
"616","Rutgers",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",3,0.030612245,"Football","Rtgr","CAISASS"
"617","Rutgers",11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","College Major",160,0.025881592,"School","Rtgr","CAISASS"
"618","Rutgers",14,"ENGINEERING.","College Major",506,0.081850534,"School","Rtgr","ENGI"
"619","Rutgers",16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","College Major",117,0.018925914,"School","Rtgr","FLLAL"
"620","Rutgers",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",1,0.010204082,"Football","Rtgr","ELAL"
"621","Rutgers",23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","College Major",259,0.041895827,"School","Rtgr","ELAL"
"622","Rutgers",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","College Major",54,0.551020408,"Football","Rtgr","LAASGSAH"
"623","Rutgers",26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","College Major",592,0.095761889,"School","Rtgr","BABS"
"624","Rutgers",27,"MATHEMATICS AND STATISTICS.","College Major",111,0.017955354,"School","Rtgr","MAAS"
"625","Rutgers",30,"MULTI/INTERDISCIPLINARY STUDIES.","College Major",93,0.015043675,"School","Rtgr","MULS"
"626","Rutgers",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",2,0.020408163,"Football","Rtgr","PRLAFS"
"627","Rutgers",31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","College Major",216,0.034940149,"School","Rtgr","PRLAFS"
"628","Rutgers",38,"PHILOSOPHY AND RELIGIOUS STUDIES.","College Major",80,0.012940796,"School","Rtgr","PARS"
"629","Rutgers",40,"PHYSICAL SCIENCES.","College Major",123,0.019896474,"School","Rtgr","PHYS"
"630","Rutgers",42,"PSYCHOLOGY.","College Major",1,0.010204082,"Football","Rtgr","PSYC"
"631","Rutgers",42,"PSYCHOLOGY.","College Major",623,0.100776448,"School","Rtgr","PSYC"
"632","Rutgers",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",5,0.051020408,"Football","Rtgr","HSLEFARPS"
"633","Rutgers",43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.","College Major",241,0.038984148,"School","Rtgr","HSLEFARPS"
"634","Rutgers",44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","College Major",49,0.007926237,"School","Rtgr","PAASSP"
"635","Rutgers",45,"SOCIAL SCIENCES.","College Major",7,0.071428571,"Football","Rtgr","SOCS"
"636","Rutgers",45,"SOCIAL SCIENCES.","College Major",957,0.15480427,"School","Rtgr","SOCS"
"637","Rutgers",50,"VISUAL AND PERFORMING ARTS.","College Major",210,0.033969589,"School","Rtgr","VAPA"
"638","Rutgers",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",1,0.010204082,"Football","Rtgr","HPARP"
"639","Rutgers",51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","College Major",123,0.019896474,"School","Rtgr","HPARP"
"640","Rutgers",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",14,0.142857143,"Football","Rtgr","BMMARSS"
"641","Rutgers",52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","College Major",500,0.080879974,"School","Rtgr","BMMARSS"
"642","Rutgers",54,"HISTORY.","College Major",1,0.010204082,"Football","Rtgr","HIST"
