Sport,School_ID,Year,Number,Player,First_Name,Last_Name,Position,Height,Weight,Class,Hometown,City,State,High_School,URL,Height_Inches
FBALL,OKSTATE,2006-2007,58,Kyle Mariacher,Kyle,Mariacher,K,6'3'',225,JR,"Elma, NY ",Elma,NY,Iroquois SHS,http://www.okstate.com/sports/m-footbl/mtt/mariacher_kyle00.html,75
FBALL,OKSTATE,2006-2007,23,DeAaron Martin,DeAaron,Martin,RB,5'8'',185,JR,"Oklahoma City, OK ",Oklahoma City,OK,Douglass HS,http://www.okstate.com/sports/m-footbl/mtt/martin_deaaron00.html,68
FBALL,OKSTATE,2006-2007,93,Ryan McBean,Ryan,McBean,DT,6'4'',286,SR,"Euless, TX ",Euless,TX,Trinity HS,http://www.okstate.com/sports/m-footbl/mtt/mcbean_ryan00.html,76
FBALL,OKSTATE,2006-2007,81,Nick McDonnell,Nick,McDonnell,TE,6'3'',265,SR,"Plano, TX ",Plano,TX,Plano West Senior HS,http://www.okstate.com/sports/m-footbl/mtt/mcdonnell_nick00.html,75
FBALL,OKSTATE,2006-2007,27,Calvin Mickens,Calvin,Mickens,CB,6'2'',185,SO,"Beaumont, TX ",Beaumont,TX,Ozen HS,http://www.okstate.com/sports/m-footbl/mtt/mickens_calvin00.html,74
FBALL,OKSTATE,2006-2007,95,T.J. Minor,T.J.,Minor,DE,6'4'',240,RS FR,"Houston, TX ",Houston,TX,Westside HS,http://www.okstate.com/sports/m-footbl/mtt/minor_tj00.html,76
FBALL,OKSTATE,2006-2007,69,Steven Mocco,Steven,Mocco,DT,6'1'',295,SR,"Blairstown, NJ ",Blairstown,NJ,Blair Academy,http://www.okstate.com/sports/m-footbl/mtt/mocco_steven00.html,73
FBALL,OKSTATE,2006-2007,26,Quinton Moore,Quinton,Moore,DB,5'11'',185,SO,"Pearland, TX ",Pearland,TX,Pearland HS,http://www.okstate.com/sports/m-footbl/mtt/moore_quinton00.html,71
FBALL,OKSTATE,2006-2007,28,Jon Morris,Jon,Morris,WR,6'1'',195,JR,"Glenpool, OK ",Glenpool,OK,Glenpool HS,http://www.okstate.com/sports/m-footbl/mtt/morris_jon00.html,73
FBALL,OKSTATE,2006-2007,38,Julius Neal,Julius,Neal,LB,5'11'',205,SO,"Port Arthur, TX ",Port Arthur,TX,Lincoln HS,http://www.okstate.com/sports/m-footbl/mtt/neal_julius00.html,71
FBALL,OKSTATE,2006-2007,25,Todd Nelson,Todd,Nelson,WR,6'1'',195,SO,"Edmond, OK ",Edmond,OK,North HS,http://www.okstate.com/sports/m-footbl/mtt/nelson_todd00.html,73
FBALL,OKSTATE,2006-2007,19,Jeremy Nethon,Jeremy,Nethon,DB,5'9'',220,JR,"Beggs, OK ",Beggs,OK,Beggs HS,http://www.okstate.com/sports/m-footbl/mtt/nethon_jeremy00.html,69
FBALL,OKSTATE,2006-2007,16,Seth Newton,Seth,Newton,WR,6'3'',190,SO,"Girard, KS ",Girard,KS,Girard HS,http://www.okstate.com/sports/m-footbl/mtt/newton_seth00.html,75
FBALL,OKSTATE,2006-2007,36,Alex Odiari,Alex,Odiari,LB,6'1'',225,SO,"Lewisville, TX ",Lewisville,TX,Hebron HS,http://www.okstate.com/sports/m-footbl/mtt/odiari_alex00.html,73
FBALL,OKSTATE,2006-2007,76,Russell Okung,Russell,Okung,OL,6'5'',270,FR,"Richmond, TX ",Richmond,TX,George Bush HS,http://www.okstate.com/sports/m-footbl/mtt/okung_russell00.html,77
FBALL,OKSTATE,2006-2007,67,Jeremy Palmoore,Jeremy,Palmoore,OL,6'6'',315,SO,"Chatham, VA ",Chatham,VA,Hargrave Military Academy,http://www.okstate.com/sports/m-footbl/mtt/palmoore_jeremy00.html,78
FBALL,OKSTATE,2006-2007,83,Anthony Parks,Anthony,Parks,WR,6'1'',190,JR,"Olathe, KS ",Olathe,KS,Olathe East Sr HS,http://www.okstate.com/sports/m-footbl/mtt/parks_anthony00.html,73
FBALL,OKSTATE,2006-2007,94,Quencey Patrick,Quencey,Patrick,DT,6'3'',265,FR,"Columbus, GA ",Columbus,GA,Pacelli HS,http://www.okstate.com/sports/m-footbl/mtt/patrick_quencey00.html,75
FBALL,OKSTATE,2006-2007,4,Al Pena,Al,Pena,QB,6'3'',225,SR,"Leander, TX ",Leander,TX,Leander HS,http://www.okstate.com/sports/m-footbl/mtt/pena_al00.html,75
FBALL,OKSTATE,2006-2007,71,Trent Perkins,Trent,Perkins,OL,6'5'',285,FR,"Alice, TX ",Alice,TX,Alice HS,http://www.okstate.com/sports/m-footbl/mtt/perkins_trent00.html,77
FBALL,OKSTATE,2006-2007,13,Nathan Peterson,Nathan,Peterson,DE,6'2'',250,JR,"Tulsa, OK ",Tulsa,OK,Union HS,http://www.okstate.com/sports/m-footbl/mtt/peterson_nathan00.html,74
FBALL,OKSTATE,2006-2007,87,Brandon Pettigrew,Brandon,Pettigrew,TE,6'5'',255,SO,"Tyler, TX ",Tyler,TX,Lee HS,http://www.okstate.com/sports/m-footbl/mtt/pettigrew_brandon00.html,77
FBALL,OKSTATE,2006-2007,6,Ricky Price,Ricky,Price,CB,6'1'',175,SO,"Houston, TX ",Houston,TX,Cypress Falls HS,http://www.okstate.com/sports/m-footbl/mtt/price_ricky00.html,73
FBALL,OKSTATE,2006-2007,10,Bruce Redden,Bruce,Redden,K,5'9'',183,SR,"Woodward, OK ",Woodward,OK,Woodward HS,http://www.okstate.com/sports/m-footbl/mtt/redden_bruce00.html,69
FBALL,OKSTATE,2006-2007,14,Bobby Reid,Bobby,Reid,QB,6'3'',225,SO,"Galena Park, TX ",Galena Park,TX,North Shore Sr HS,http://www.okstate.com/sports/m-footbl/mtt/reid_bobby00.html,75
FBALL,OKSTATE,2006-2007,38,Cole Reynolds,Cole,Reynolds,P,6'3'',215,RS FR,"Edmond, OK ",Edmond,OK,Memorial HS,http://www.okstate.com/sports/m-footbl/mtt/reynolds_cole00.html,75
FBALL,OKSTATE,2006-2007,85,Jason Ricks,Jason,Ricks,K,6'1'',190,SO,"Austin, TX ",Austin,TX,Westwood HS,http://www.okstate.com/sports/m-footbl/mtt/ricks_jason00.html,73
FBALL,OKSTATE,2006-2007,1,Calvin Roberts,Calvin,Roberts,RB,5'11'',225,JR,"Port Arthur, TX ",Port Arthur,TX,Memorial HS,http://www.okstate.com/sports/m-footbl/mtt/roberts_calvin00.html,71
FBALL,OKSTATE,2006-2007,11,Zac Robinson,Zac,Robinson,QB,6'3'',195,RS FR,"Littleton, CO ",Littleton,CO,Chatfield HS,http://www.okstate.com/sports/m-footbl/mtt/robinson_zac00.html,75
FBALL,OKSTATE,2006-2007,17,Zac Ross,Zac,Ross,WR,5'8'',175,RS FR,"Muskogee, OK ",Muskogee,OK,Muskogee HS,http://www.okstate.com/sports/m-footbl/mtt/ross_zac00.html,68
FBALL,OKSTATE,2006-2007,22,Dantrell Savage,Dantrell,Savage,RB,5'9'',190,JR,"Columbus, GA ",Columbus,GA,Jordan Vocational HS,http://www.okstate.com/sports/m-footbl/mtt/savage_dantrell00.html,69
FBALL,OKSTATE,2006-2007,57,Jacob Secrest,Jacob,Secrest,OL,6'5'',295,FR,"Stillwater, OK ",Stillwater,OK,Stillwater HS,http://www.okstate.com/sports/m-footbl/mtt/secrest_jacob00.html,77
FBALL,OKSTATE,2006-2007,72,Kurt Seifried,Kurt,Seifried,OL,6'4'',300,SR,"Jenks, OK ",Jenks,OK,Jenks HS,http://www.okstate.com/sports/m-footbl/mtt/seifried_kurt00.html,76
FBALL,OKSTATE,2006-2007,20,Andre Sexton,Andre,Sexton,DB,6'1'',190,RS FR,"Houston, TX ",Houston,TX,Cypress Falls HS,http://www.okstate.com/sports/m-footbl/mtt/sexton_andre00.html,73
FBALL,OKSTATE,2006-2007,50,Darnell Smith,Darnell,Smith,DE,6'1'',270,SR,"San Antonio, TX ",San Antonio,TX,William H Taft HS,http://www.okstate.com/sports/m-footbl/mtt/smith_darnell00.html,73
FBALL,OKSTATE,2006-2007,88,Paschal Smith,Paschal,Smith,TE,6'4'',270,JR,"Dallas, TX ",Dallas,TX,David W Carter HS,http://www.okstate.com/sports/m-footbl/mtt/smith_paschal00.html,76
FBALL,OKSTATE,2006-2007,68,Marshal Tetsworth,Marshal,Tetsworth,OL,6'5'',275,SR,"Tulsa, OK ",Tulsa,OK,Cascia Hall Preparatory School,http://www.okstate.com/sports/m-footbl/mtt/tetsworth_marshal00.html,77
FBALL,OKSTATE,2006-2007,28,Al'Darius Thompson,Al'Darius,Thompson,WR,5'11'',170,FR,"Mesquite, TX ",Mesquite,TX,North Mesquite HS,http://www.okstate.com/sports/m-footbl/mtt/thompson_aldarius00.html,71
FBALL,OKSTATE,2006-2007,56,Keith Toston,Keith,Toston,RB,6'1'',195,FR,"Angleton, TX ",Angleton,TX,Angleton HS,http://www.okstate.com/sports/m-footbl/mtt/toston_keith00.html,73
FBALL,OKSTATE,2006-2007,7,Martel Van Zant,Martel,Van Zant,CB,6'2'',205,JR,"Tyler, TX ",Tyler,TX,Lee HS,http://www.okstate.com/sports/m-footbl/mtt/van zant_martel00.html,74
FBALL,OKSTATE,2006-2007,82,Justin Waller,Justin,Waller,TE,6'4'',250,SO,"Ponca City, OK ",Ponca City,OK,Ponca City HS,http://www.okstate.com/sports/m-footbl/mtt/waller_justin00.html,76
FBALL,OKSTATE,2006-2007,63,David Washington,David,Washington,C,6'4'',295,SO,"Guthrie, OK ",Guthrie,OK,Guthrie HS,http://www.okstate.com/sports/m-footbl/mtt/washington_david00.html,76
FBALL,OKSTATE,2006-2007,31,Kevin White,Kevin,White,RB,6'3'',210,SO,"Desoto, TX ",Desoto,TX,De Soto HS,http://www.okstate.com/sports/m-footbl/mtt/white_kevin00.html,75
FBALL,OKSTATE,2006-2007,86,Tevin Williams,Tevin,Williams,WR,6'3'',205,SR,"Stillwater, OK ",Stillwater,OK,Stillwater HS,http://www.okstate.com/sports/m-footbl/mtt/williams_tevin00.html,75
FBALL,OKSTATE,2006-2007,37,Artrell Woods,Artrell,Woods,WR,6'1'',185,FR,"Bryan, TX ",Bryan,TX,Bryan HS,http://www.okstate.com/sports/m-footbl/mtt/woods_artrell00.html,73
FBALL,OKSTATE,2006-2007,84,D'Juan Woods,D'Juan,Woods,WR,6'1'',208,SR,"Oklahoma City, OK ",Oklahoma City,OK,Millwood HS,http://www.okstate.com/sports/m-footbl/mtt/woods_djuan00.html,73
FBALL,OKSTATE,2006-2007,8,Donovan Woods,Donovan,Woods,SS,6'2'',220,JR,"Oklahoma City, OK ",Oklahoma City,OK,Millwood HS,http://www.okstate.com/sports/m-footbl/mtt/woods_donovan00.html,74
FBALL,OKSTATE,2005-2006,55,Zach Allen,Zach,Allen,LS,6'1'',270,FR,"Edmond, OK ",Edmond,OK,Memorial HS,http://www.okstate.com/sports/m-footbl/mtt/allen_zach00.html,73
FBALL,OKSTATE,2005-2006,18,Jamie Beeghley,Jamie,Beeghley,QB,6'1'',200,JR,"Midland, TX ",Midland,TX,Midland Christian School,http://www.okstate.com/sports/m-footbl/mtt/beeghley_jamie00.html,73
FBALL,OKSTATE,2005-2006,6,T.J. Bell,T.J.,Bell,CB,5'11'',180,FR,"Desoto, TX ",Desoto,TX,De Soto HS,http://www.okstate.com/sports/m-footbl/mtt/bell_tj00.html,71
FBALL,OKSTATE,2005-2006,26,Cortney Billingsley,Cortney,Billingsley,DB,5'10'',185,SO,"Arlington, TX ",Arlington,TX,Sam Houston HS,http://www.okstate.com/sports/m-footbl/mtt/billingsley_cortney00.html,70
FBALL,OKSTATE,2005-2006,76,Brady Bond,Brady,Bond,OL,6'6'',260,FR,"Garber, OK ",Garber,OK,Garber HS,http://www.okstate.com/sports/m-footbl/mtt/bond_brady00.html,78
FBALL,OKSTATE,2005-2006,62,Blake Botek,Blake,Botek,OL,6'4'',285,RS FR,"Grand Ledge, MI ",Grand Ledge,MI,Grand Ledge HS,http://www.okstate.com/sports/m-footbl/mtt/botek_blake00.html,76
FBALL,OKSTATE,2005-2006,85,Adarius Bowman,Adarius,Bowman,WR,6'4'',215,RS SO,"Chattanooga, TN ",Chattanooga,TN,Notre Dame HS,http://www.okstate.com/sports/m-footbl/mtt/bowman_adarius00.html,76
FBALL,OKSTATE,2005-2006,81,Jerry Don Bray,Jerry,Don Bray,DL,6'4'',245,SR,"Chickasha, OK ",Chickasha,OK,Chickasha HS,http://www.okstate.com/sports/m-footbl/mtt/don bray_jerry00.html,76
FBALL,OKSTATE,2005-2006,9,Jeremy Broadway,Jeremy,Broadway,WR,5'11'',180,FR,"Houston, TX ",Houston,TX,Washington B T HS,http://www.okstate.com/sports/m-footbl/mtt/broadway_jeremy00.html,71
FBALL,OKSTATE,2005-2006,58,J.T. Brocksmith,J.T.,Brocksmith,DE,6'1'',245,JR,"Tulsa, OK ",Tulsa,OK,Metro Christian Academy,http://www.okstate.com/sports/m-footbl/mtt/brocksmith_jt00.html,73
FBALL,OKSTATE,2005-2006,92,Larry Brown,Larry,Brown,DT,6'3'',295,JR,"Spartanburg, SC ",Spartanburg,SC,Spartanburg HS,http://www.okstate.com/sports/m-footbl/mtt/brown_larry00.html,75
FBALL,OKSTATE,2005-2006,58,Roger Brown,Roger,Brown,OL,6'6'',310,RS FR,"Tomball, TX ",Tomball,TX,Tomball HS,http://www.okstate.com/sports/m-footbl/mtt/brown_roger00.html,78
FBALL,OKSTATE,2005-2006,47,Jeremiah Burton,Jeremiah,Burton,LB,6'2'',235,RS FR,"Enid, OK ",Enid,OK,Enid HS,http://www.okstate.com/sports/m-footbl/mtt/burton_jeremiah00.html,74
FBALL,OKSTATE,2005-2006,42,Trumain Carroll,Trumain,Carroll,DL,6'3'',230,SR,"Missouri City, TX ",Missouri City,TX,Ft. Bend Elkins HS,http://www.okstate.com/sports/m-footbl/mtt/carroll_trumain00.html,75
FBALL,OKSTATE,2005-2006,73,Jeray Chatham,Jeray,Chatham,DT,6'4'',270,RS FR,"Houston, TX ",Houston,TX,Westfield HS,http://www.okstate.com/sports/m-footbl/mtt/chatham_jeray00.html,76
FBALL,OKSTATE,2005-2006,53,Seb Clements,Seb,Clements,LB,6'1'',235,RS FR,"Sanger, TX ",Sanger,TX,Sanger HS,http://www.okstate.com/sports/m-footbl/mtt/clements_seb00.html,73
FBALL,OKSTATE,2005-2006,11,Clint Coe,Clint,Coe,DB,6'1'',190,RS JR,"Edmond, OK ",Edmond,OK,Deer Creek HS,http://www.okstate.com/sports/m-footbl/mtt/coe_clint00.html,73
FBALL,OKSTATE,2005-2006,32,Julius Crosslin,Julius,Crosslin,TB,5'11'',240,SO,"Amarillo, TX ",Amarillo,TX,Palo Duro HS,http://www.okstate.com/sports/m-footbl/mtt/crosslin_julius00.html,71
FBALL,OKSTATE,2005-2006,56,Maurice Cummings,Maurice,Cummings,DT,6'4'',265,SO,"Rosebud, TX ",Rosebud,TX,Rosebud-Lott HS,http://www.okstate.com/sports/m-footbl/mtt/cummings_maurice00.html,76
FBALL,OKSTATE,2005-2006,51,Victor DeGrate,Victor,DeGrate,LB,6'3'',250,JR,"Desoto, TX ",Desoto,TX,De Soto HS,http://www.okstate.com/sports/m-footbl/mtt/degrate_victor00.html,75
FBALL,OKSTATE,2005-2006,65,Steven Denning,Steven,Denning,OL,6'4'',285,RS FR,"Southaven, MS ",Southaven,MS,Southaven HS,http://www.okstate.com/sports/m-footbl/mtt/denning_steven00.html,76
FBALL,OKSTATE,2005-2006,7,Tommy Devereaux,Tommy,Devereaux,WR,6'1'',175,RS SO,"Duncanville, TX ",Duncanville,TX,Duncanville HS,http://www.okstate.com/sports/m-footbl/mtt/devereaux_tommy00.html,73
FBALL,OKSTATE,2005-2006,12,Paul Duren,Paul,Duren,LB,6'1'',240,SR,"Oklahoma City, OK ",Oklahoma City,OK,Del City HS,http://www.okstate.com/sports/m-footbl/mtt/duren_paul00.html,73
FBALL,OKSTATE,2005-2006,94,Chris Flowers,Chris,Flowers,DE,6'1'',275,JR,"Atlanta, GA ",Atlanta,GA,North Springs HS,http://www.okstate.com/sports/m-footbl/mtt/flowers_chris00.html,73
FBALL,OKSTATE,2005-2006,18,Matt Fodge,Matt,Fodge,K,6'1'',180,FR,"Garland, TX ",Garland,TX,Garland HS,http://www.okstate.com/sports/m-footbl/mtt/fodge_matt00.html,73
FBALL,OKSTATE,2005-2006,97,Marque Fountain,Marque,Fountain,DT,6'1'',260,RS SO,"Sugar Land, TX ",Sugar Land,TX,Hightower HS,http://www.okstate.com/sports/m-footbl/mtt/fountain_marque00.html,73
FBALL,OKSTATE,2005-2006,77,Noah Franklin,Noah,Franklin,OL,6'4'',305,FR,"Vinita, OK ",Vinita,OK,Vinita HS,http://www.okstate.com/sports/m-footbl/mtt/franklin_noah00.html,76
FBALL,OKSTATE,2005-2006,24,Luke Frazier,Luke,Frazier,WR,6'1'',195,SR,"Skiatook, OK ",Skiatook,OK,Skiatook HS,http://www.okstate.com/sports/m-footbl/mtt/frazier_luke00.html,73
FBALL,OKSTATE,2005-2006,10,Mike Friess,Mike,Friess,QB,6'2'',215,SO,"Wichita, KS ",Wichita,KS,Bishop Carroll Catholic HS,http://www.okstate.com/sports/m-footbl/mtt/friess_mike00.html,74
FBALL,OKSTATE,2005-2006,70,Phil Friess,Phil,Friess,OL,6'5'',280,SO,"Conway Springs, KS ",Conway Springs,KS,Conway Springs HS,http://www.okstate.com/sports/m-footbl/mtt/friess_phil00.html,77
FBALL,OKSTATE,2005-2006,3,Greg Gold,Greg,Gold,RB,5'9'',200,JR,"Irving, TX ",Irving,TX,Irving HS,http://www.okstate.com/sports/m-footbl/mtt/gold_greg00.html,69
FBALL,OKSTATE,2005-2006,68,Adam Gourley,Adam,Gourley,OL,6'6'',290,SR,"Fredonia, KS ",Fredonia,KS,Fredonia Sr HS,http://www.okstate.com/sports/m-footbl/mtt/gourley_adam00.html,78
FBALL,OKSTATE,2005-2006,29,Mike Hamilton,Mike,Hamilton,TB,6'1'',215,RS FR,"Melbourne, FL ",Melbourne,FL,Melbourne Senior HS,http://www.okstate.com/sports/m-footbl/mtt/hamilton_mike00.html,73
FBALL,OKSTATE,2005-2006,91,Bryce Hermann,Bryce,Hermann,P,5'9'',166,JR,"Sapulpa, OK ",Sapulpa,OK,Sapulpa HS,http://www.okstate.com/sports/m-footbl/mtt/hermann_bryce00.html,69
FBALL,OKSTATE,2005-2006,75,Corey Hilliard,Corey,Hilliard,OL,6'5'',310,JR,"New Orleans, LA ",New Orleans,LA,Jesuit HS,http://www.okstate.com/sports/m-footbl/mtt/hilliard_corey00.html,77
FBALL,OKSTATE,2005-2006,14,Chase Holland,Chase,Holland,DB,6'1'',205,SR,"Oklahoma City, OK ",Oklahoma City,OK,Heritage Hall Schools,http://www.okstate.com/sports/m-footbl/mtt/holland_chase00.html,73
FBALL,OKSTATE,2005-2006,22,Stephen James,Stephen,James,S,5'11'',205,RS FR,"Houston, TX ",Houston,TX,North Shore HS,http://www.okstate.com/sports/m-footbl/mtt/james_stephen00.html,71
FBALL,OKSTATE,2005-2006,35,Brian Jeffries,Brian,Jeffries,LB,5'11'',220,SR,"Bellville, TX ",Bellville,TX,Bellville HS,http://www.okstate.com/sports/m-footbl/mtt/jeffries_brian00.html,71
FBALL,OKSTATE,2005-2006,71,Charlie Johnson,Charlie,Johnson,OT,6'4'',305,SR,"Sherman, TX ",Sherman,TX,Sherman HS,http://www.okstate.com/sports/m-footbl/mtt/johnson_charlie00.html,76
FBALL,OKSTATE,2005-2006,33,John Johnson,John,Johnson,FB,6'3'',255,RS FR,"El Dorado, AR ",El Dorado,AR,El Dorado HS,http://www.okstate.com/sports/m-footbl/mtt/johnson_john00.html,75
FBALL,OKSTATE,2005-2006,2,Rodrick Johnson,Rodrick,Johnson,LB,6'3'',255,SO,"Galveston, TX ",Galveston,TX,Ball HS,http://www.okstate.com/sports/m-footbl/mtt/johnson_rodrick00.html,75
FBALL,OKSTATE,2005-2006,30,Grant Jones,Grant,Jones,S,5'10'',195,JR,"Pawnee, OK ",Pawnee,OK,Pawnee HS,http://www.okstate.com/sports/m-footbl/mtt/jones_grant00.html,70
FBALL,OKSTATE,2005-2006,61,David Koenig,David,Koenig,OL,6'4'',290,SO,"Cape Coral, FL ",Cape Coral,FL,Cape Coral HS,http://www.okstate.com/sports/m-footbl/mtt/koenig_david00.html,76
FBALL,OKSTATE,2005-2006,17,Jacob Lacey,Jacob,Lacey,CB,5'10'',180,FR,"Garland, TX ",Garland,TX,Naaman Forest HS,http://www.okstate.com/sports/m-footbl/mtt/lacey_jacob00.html,70
FBALL,OKSTATE,2005-2006,52,Andrew Lawrence,Andrew,Lawrence,OL,6'4'',305,FR,"Dallas, GA ",Dallas,GA,Paulding County HS,http://www.okstate.com/sports/m-footbl/mtt/lawrence_andrew00.html,76
FBALL,OKSTATE,2005-2006,90,Xavier Lawson-Kennedy,Xavier,Lawson-Kennedy,DT,6'1'',315,JR,"Duncanville, TX ",Duncanville,TX,Duncanville HS,http://www.okstate.com/sports/m-footbl/mtt/lawson-kennedy_xavier00.html,73
FBALL,OKSTATE,2005-2006,54,Andrew Lewis,Andrew,Lewis,OL,6'5'',265,FR,"Joplin, MO ",Joplin,MO,Joplin Sr. HS,http://www.okstate.com/sports/m-footbl/mtt/lewis_andrew00.html,77
FBALL,OKSTATE,2005-2006,83,Chijuan Mack,Chijuan,Mack,WR,6'3'',180,SO,"Baton Rouge, LA ",Baton Rouge,LA,Woodlawn HS,http://www.okstate.com/sports/m-footbl/mtt/mack_chijuan00.html,75
FBALL,OKSTATE,2005-2006,46,Kyle Mariacher,Kyle,Mariacher,K,6'3'',225,RS SO,"Elma, NY ",Elma,NY,Iroquois SHS,http://www.okstate.com/sports/m-footbl/mtt/mariacher_kyle00.html,75
FBALL,OKSTATE,2005-2006,93,Ryan McBean,Ryan,McBean,DT,6'5'',290,JR,"Euless, TX ",Euless,TX,Trinity HS,http://www.okstate.com/sports/m-footbl/mtt/mcbean_ryan00.html,77
FBALL,OKSTATE,2005-2006,5,Errick McCown,Errick,McCown,WR,5'11'',175,SR,"Arlington, TX ",Arlington,TX,"Grace Preparatory Academy, Inc",http://www.okstate.com/sports/m-footbl/mtt/mccown_errick00.html,71
FBALL,OKSTATE,2005-2006,39,Jared McCoy,Jared,McCoy,FB,5'10'',230,SR,"McLoud, OK ",McLoud,OK,McLoud HS,http://www.okstate.com/sports/m-footbl/mtt/mccoy_jared00.html,70
FBALL,OKSTATE,2005-2006,41,Pagitte McGee,Pagitte,McGee,LB,6'1'',230,SR,"Tyler, TX ",Tyler,TX,John Tyler HS,http://www.okstate.com/sports/m-footbl/mtt/mcgee_pagitte00.html,73
FBALL,OKSTATE,2005-2006,4,Daniel McLemore,Daniel,McLemore,CB,5'7'',165,SR,"Duncanville, TX ",Duncanville,TX,Duncanville HS,http://www.okstate.com/sports/m-footbl/mtt/mclemore_daniel00.html,67
FBALL,OKSTATE,2005-2006,27,Calvin Mickens,Calvin,Mickens,CB,6'2'',185,FR,"Beaumont, TX ",Beaumont,TX,Ozen HS,http://www.okstate.com/sports/m-footbl/mtt/mickens_calvin00.html,74
FBALL,OKSTATE,2005-2006,95,T.J. Minor,T.J.,Minor,DE,6'4'',240,FR,"Houston, TX ",Houston,TX,Westside HS,http://www.okstate.com/sports/m-footbl/mtt/minor_tj00.html,76
FBALL,OKSTATE,2005-2006,26,Quinton Moore,Quinton,Moore,DB,5'11'',185,FR,"Pearland, TX ",Pearland,TX,Pearland HS,http://www.okstate.com/sports/m-footbl/mtt/moore_quinton00.html,71
FBALL,OKSTATE,2005-2006,19,Todd Nelson,Todd,Nelson,WR,6'1'',195,FR,"Edmond, OK ",Edmond,OK,North HS,http://www.okstate.com/sports/m-footbl/mtt/nelson_todd00.html,73
FBALL,OKSTATE,2005-2006,19,Jeremy Nethon,Jeremy,Nethon,DB,5'9'',190,JR,"Beggs, OK ",Beggs,OK,Beggs HS,http://www.okstate.com/sports/m-footbl/mtt/nethon_jeremy00.html,69
FBALL,OKSTATE,2005-2006,16,Seth Newton,Seth,Newton,WR,6'3'',190,RS FR,"Girard, KS ",Girard,KS,Girard HS,http://www.okstate.com/sports/m-footbl/mtt/newton_seth00.html,75
FBALL,OKSTATE,2005-2006,60,Caleb Noble,Caleb,Noble,OL,6'1'',300,JR,"Fairview, OK ",Fairview,OK,Fairview HS,http://www.okstate.com/sports/m-footbl/mtt/noble_caleb00.html,73
FBALL,OKSTATE,2005-2006,36,Alex Odiari,Alex,Odiari,LB,6'1'',225,FR,"Lewisville, TX ",Lewisville,TX,Hebron HS,http://www.okstate.com/sports/m-footbl/mtt/odiari_alex00.html,73
FBALL,OKSTATE,2005-2006,67,Jeremy Palmoore,Jeremy,Palmoore,OL,6'6'',320,RS FR,"Chatham, VA ",Chatham,VA,Hargrave Military Academy,http://www.okstate.com/sports/m-footbl/mtt/palmoore_jeremy00.html,78
FBALL,OKSTATE,2005-2006,4,Al Pena,Al,Pena,QB,6'3'',225,SO,"Leander, TX ",Leander,TX,Leander HS,http://www.okstate.com/sports/m-footbl/mtt/pena_al00.html,75
FBALL,OKSTATE,2005-2006,13,Nathan Peterson,Nathan,Peterson,DE,6'2'',250,SO,"Tulsa, OK ",Tulsa,OK,Union HS,http://www.okstate.com/sports/m-footbl/mtt/peterson_nathan00.html,74
FBALL,OKSTATE,2005-2006,87,Brandon Pettigrew,Brandon,Pettigrew,TE,6'5'',255,RS FR,"Tyler, TX ",Tyler,TX,Lee HS,http://www.okstate.com/sports/m-footbl/mtt/pettigrew_brandon00.html,77
FBALL,OKSTATE,2005-2006,72,Josh Pinaire,Josh,Pinaire,DT,6'5'',280,RS SO,"Derby, KS ",Derby,KS,Derby HS,http://www.okstate.com/sports/m-footbl/mtt/pinaire_josh00.html,77
FBALL,OKSTATE,2005-2006,99,Lawrence Pinson,Lawrence,Pinson,LB,6'1'',245,SR,"Jenks, OK ",Jenks,OK,Jenks HS,http://www.okstate.com/sports/m-footbl/mtt/pinson_lawrence00.html,73
FBALL,OKSTATE,2005-2006,48,Eric Preast,Eric,Preast,LB,6'2'',210,FR,"Sulphur, OK ",Sulphur,OK,Sulphur HS,http://www.okstate.com/sports/m-footbl/mtt/preast_eric00.html,74
FBALL,OKSTATE,2005-2006,6,Ricky Price,Ricky,Price,CB,6'1'',175,FR,"Houston, TX ",Houston,TX,Cypress Falls HS,http://www.okstate.com/sports/m-footbl/mtt/price_ricky00.html,73
FBALL,OKSTATE,2005-2006,44,Jamar Ransom,Jamar,Ransom,DB,5'10'',230,SR,"El Paso, TX ",El Paso,TX,Andress HS,http://www.okstate.com/sports/m-footbl/mtt/ransom_jamar00.html,70
FBALL,OKSTATE,2005-2006,10,Bruce Redden,Bruce,Redden,K,5'9'',183,JR,"Woodward, OK ",Woodward,OK,Woodward HS,http://www.okstate.com/sports/m-footbl/mtt/redden_bruce00.html,69
FBALL,OKSTATE,2005-2006,14,Bobby Reid,Bobby,Reid,QB,6'3'',225,RS FR,"Galena Park, TX ",Galena Park,TX,North Shore Sr HS,http://www.okstate.com/sports/m-footbl/mtt/reid_bobby00.html,75
FBALL,OKSTATE,2005-2006,38,Cole Reynolds,Cole,Reynolds,P,6'3'',215,FR,"Edmond, OK ",Edmond,OK,Memorial HS,http://www.okstate.com/sports/m-footbl/mtt/reynolds_cole00.html,75
FBALL,OKSTATE,2005-2006,85,Jason Ricks,Jason,Ricks,K,6'1'',190,RS FR,"Austin, TX ",Austin,TX,Westwood HS,http://www.okstate.com/sports/m-footbl/mtt/ricks_jason00.html,73
FBALL,OKSTATE,2005-2006,1,Calvin Roberts,Calvin,Roberts,RB,5'11'',225,SO,"Port Arthur, TX ",Port Arthur,TX,Memorial HS,http://www.okstate.com/sports/m-footbl/mtt/roberts_calvin00.html,71
