Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages,16',53,23,30,49,22,27,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Health Sciences,18',362,63,299,345,62,283,9,0,9,1,0,1,4,1,3,0,0,0,3,0,3
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Sciences,2',265,147,118,256,138,118,4,4,0,1,1,0,0,0,0,0,0,0,4,4,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Vocational Home Economics,20',9,4,5,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Public Affairs,44',93,18,75,85,13,72,6,3,3,2,2,0,0,0,0,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Transportation and Material Moving,49',42,36,6,39,34,5,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Business (Administrative Support),7',182,100,82,162,91,71,5,2,3,0,0,0,9,6,3,0,0,0,6,1,5
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Marketing and Distribution,8',504,295,209,471,280,191,17,3,14,3,2,1,6,5,1,2,1,1,5,4,1
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,13',407,155,252,387,147,240,3,2,1,2,0,2,2,0,2,8,3,5,5,3,2
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,30',4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business (Administrative Support),7',30,0,30,28,0,28,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications Technologies,10',41,18,23,39,17,22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Life Sciences,26',62,39,23,53,33,20,3,2,1,2,1,1,1,1,0,2,2,0,1,0,1
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Architecture and Environmental Design,4',105,77,28,71,49,22,3,3,0,0,0,0,2,0,2,1,1,0,28,24,4
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Physical Sciences,40',108,75,33,101,72,29,0,0,0,0,0,0,1,0,1,2,2,0,4,1,3
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Psychology,42',77,30,47,69,26,43,4,2,2,1,0,1,1,1,0,2,1,1,0,0,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Visual and Performing Arts,50',77,37,40,65,29,36,5,4,1,2,1,1,0,0,0,0,0,0,5,3,2
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Business and Management,6',697,434,263,619,384,235,18,10,8,4,1,3,7,3,4,10,5,5,39,31,8
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications,9',177,73,104,165,66,99,7,4,3,1,1,0,0,0,0,3,2,1,1,0,1
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Multi/Interdisciplinary Studies,30',4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Public Affairs,44',4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,50',100,37,63,91,33,58,3,1,2,1,0,1,0,0,0,0,0,0,5,3,2
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Computer and Information Sciences,11',104,74,30,93,66,27,0,0,0,1,1,0,3,2,1,0,0,0,7,5,2
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Education,13',151,52,99,132,44,88,14,6,8,1,1,0,2,0,2,0,0,0,2,1,1
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Allied Health,17',33,0,33,28,0,28,1,0,1,1,0,1,1,0,1,0,0,0,2,0,2
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Letters,23',291,103,188,269,98,171,10,1,9,4,1,3,5,2,3,1,1,0,2,0,2
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Renewable Natural Resources,3',58,37,21,52,34,18,2,1,1,1,0,1,2,1,1,0,0,0,1,1,0
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Communications,9',261,75,186,218,68,150,23,2,21,9,3,6,4,0,4,0,0,0,7,2,5
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering and Engineering Related Technologies,15',130,120,10,125,116,9,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Agricultural Sciences,2',124,96,28,123,95,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Liberal/General Studies,24',8,2,6,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Mathematics,27',46,26,20,40,22,18,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Physical Sciences,40',58,48,10,56,47,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Visual and Performing Arts,50',58,23,35,57,22,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Business (Administrative Support),7',24,1,23,23,1,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Allied Health,17',26,6,20,21,6,15,0,0,0,2,0,2,3,0,3,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Sciences,18',133,31,102,122,29,93,5,1,4,3,1,2,3,0,3,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Liberal/General Studies,24',81,8,73,74,8,66,1,0,1,6,0,6,0,0,0,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Life Sciences,26',358,169,189,312,145,167,13,6,7,10,2,8,23,16,7,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,40',120,81,39,110,78,32,3,0,3,0,0,0,7,3,4,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Area and Ethnic Studies,5',29,8,21,15,2,13,12,5,7,2,1,1,0,0,0,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,50',156,48,108,139,40,99,10,4,6,4,2,2,2,1,1,1,1,0,0,0,0
1984-1985,198419,Duke University,Bachelor's degree,Computer and Information Sciences,11',101,64,37,89,59,30,4,1,3,1,1,0,7,3,4,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,40',95,70,25,91,67,24,0,0,0,1,1,0,2,1,1,0,0,0,1,1,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences,45',411,233,178,377,221,156,22,8,14,6,2,4,4,1,3,1,0,1,1,1,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,50',242,124,118,232,119,113,7,5,2,2,0,2,1,0,1,0,0,0,0,0,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal/General Studies,24',5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Life Sciences,26',116,73,43,99,63,36,2,2,0,3,1,2,2,1,1,4,2,2,6,4,2
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Military Services,28',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Environmental Design,4',11,6,5,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,9',135,68,67,128,66,62,4,1,3,0,0,0,0,0,0,2,0,2,1,1,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Computer and Information Sciences,11',79,61,18,63,47,16,0,0,0,0,0,0,3,2,1,1,1,0,12,11,1
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Foreign Languages,16',21,6,15,19,6,13,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Liberal/General Studies,24',13,6,7,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Mathematics,27',43,24,19,41,24,17,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Protective Services,43',28,12,16,23,11,12,4,0,4,0,0,0,0,0,0,1,1,0,0,0,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Area and Ethnic Studies,5',3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Engineering,14',333,292,41,285,253,32,2,1,1,0,0,0,30,24,6,5,4,1,11,10,1
1984-1985,209542,Oregon State University,Bachelor's degree,Allied Health,17',6,2,4,5,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Home Economics,19',139,5,134,129,4,125,1,1,0,1,0,1,5,0,5,3,0,3,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Vocational Home Economics,20',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Letters,23',84,31,53,68,22,46,8,5,3,2,1,1,3,1,2,2,2,0,1,0,1
1984-1985,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,30',90,53,37,78,44,34,0,0,0,1,0,1,8,6,2,3,3,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Parks and Recreation,31',20,10,10,19,9,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Philosophy and Religion,38',6,3,3,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Physical Sciences,40',71,60,11,67,56,11,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,50',53,20,33,49,20,29,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
1984-1985,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,2',96,53,43,86,47,39,0,0,0,0,0,0,0,0,0,6,4,2,4,2,2
1984-1985,209542,Oregon State University,Bachelor's degree,Communications,9',49,18,31,44,17,27,1,0,1,0,0,0,0,0,0,3,1,2,1,0,1
1984-1985,209551,University of Oregon,Bachelor's degree,Computer and Information Sciences,11',86,59,27,57,42,15,0,0,0,1,1,0,6,3,3,0,0,0,22,13,9
1984-1985,209551,University of Oregon,Bachelor's degree,Life Sciences,26',58,35,23,49,27,22,0,0,0,1,0,1,4,4,0,0,0,0,4,4,0
1984-1985,217882,Clemson University,Bachelor's degree,Mathematics,27',42,13,29,40,12,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Computer and Information Sciences,11',71,46,25,53,37,16,10,7,3,0,0,0,2,0,2,0,0,0,6,2,4
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Education,13',261,62,199,230,56,174,27,4,23,1,0,1,0,0,0,1,0,1,2,2,0
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Health Sciences,18',177,37,140,142,32,110,27,2,25,2,1,1,1,0,1,2,1,1,3,1,2
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Liberal/General Studies,24',247,138,109,203,121,82,36,13,23,3,2,1,1,1,0,0,0,0,4,1,3
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Philosophy and Religion,38',11,10,1,10,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Physical Sciences,40',58,45,13,47,39,8,4,2,2,0,0,0,0,0,0,1,0,1,6,4,2
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Protective Services,43',68,39,29,53,34,19,13,4,9,1,0,1,0,0,0,1,1,0,0,0,0
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Visual and Performing Arts,50',91,37,54,81,29,52,8,8,0,0,0,0,0,0,0,0,0,0,2,0,2
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Business and Management,6',584,350,234,499,308,191,69,30,39,2,1,1,1,1,0,1,1,0,12,9,3
1984-1985,221999,Vanderbilt University,Bachelor's degree,Computer and Information Sciences,11',18,14,4,17,13,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1984-1985,221999,Vanderbilt University,Bachelor's degree,Psychology,42',71,34,37,65,31,34,2,0,2,2,1,1,2,2,0,0,0,0,0,0,0
1984-1985,221999,Vanderbilt University,Bachelor's degree,Visual and Performing Arts,50',28,4,24,27,4,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,228246,Southern Methodist University,Bachelor's degree,Psychology,42',76,23,53,68,20,48,3,2,1,3,1,2,1,0,1,0,0,0,1,0,1
1984-1985,228246,Southern Methodist University,Bachelor's degree,Social Sciences,45',213,113,100,190,107,83,9,2,7,8,2,6,2,0,2,0,0,0,4,2,2
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Home Economics,19',8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Physical Sciences,40',157,102,55,148,94,54,0,0,0,2,2,0,4,3,1,0,0,0,3,3,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Communications,9',97,29,68,91,26,65,2,2,0,4,1,3,0,0,0,0,0,0,0,0,0
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Computer and Information Sciences,11',145,91,54,100,63,37,2,1,1,9,7,2,9,6,3,3,2,1,22,12,10
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Health Sciences,18',317,85,232,265,66,199,6,0,6,38,18,20,4,1,3,0,0,0,4,0,4
1984-1985,198419,Duke University,Bachelor's degree,Mathematics,27',20,7,13,17,7,10,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,198419,Duke University,Bachelor's degree,Social Sciences,45',443,235,208,403,213,190,23,13,10,5,4,1,12,5,7,0,0,0,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Education,13',134,18,116,123,14,109,10,4,6,0,0,0,0,0,0,1,0,1,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Health Sciences,18',415,83,332,383,78,305,23,2,21,1,0,1,3,1,2,5,2,3,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Letters,23',223,73,150,208,66,142,14,6,8,0,0,0,0,0,0,0,0,0,1,1,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Parks and Recreation,31',35,10,25,32,9,23,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Visual and Performing Arts,50',68,21,47,63,17,46,2,2,0,1,0,1,1,1,0,0,0,0,1,1,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Life Sciences,26',221,135,86,203,126,77,5,4,1,3,2,1,7,2,5,0,0,0,3,1,2
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,30',35,13,22,34,13,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Parks and Recreation,31',31,24,7,30,23,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,38',7,5,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Area and Ethnic Studies,5',7,1,6,5,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Business and Production,1',114,88,26,110,84,26,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,11',85,61,24,61,43,18,2,2,0,1,1,0,2,1,1,1,1,0,18,13,5
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages,16',7,1,6,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics,19',117,9,108,99,7,92,8,1,7,0,0,0,3,0,3,1,0,1,6,1,5
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,27',18,10,8,10,5,5,1,0,1,0,0,0,2,2,0,0,0,0,5,3,2
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,38',4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,40',74,63,11,68,58,10,1,1,0,2,2,0,0,0,0,1,0,1,2,2,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,42',68,31,37,62,30,32,3,0,3,1,0,1,0,0,0,0,0,0,2,1,1
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences,45',150,75,75,136,65,71,6,4,2,1,0,1,0,0,0,3,2,1,4,4,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,50',25,10,15,21,7,14,2,2,0,0,0,0,0,0,0,1,0,1,1,1,0
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Health Sciences,18',10,6,4,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Home Economics,19',46,0,46,37,0,37,4,0,4,0,0,0,3,0,3,2,0,2,0,0,0
1984-1985,209551,University of Oregon,Bachelor's degree,Home Economics,19',9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209551,University of Oregon,Bachelor's degree,Mathematics,27',33,21,12,28,19,9,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2
1984-1985,209551,University of Oregon,Bachelor's degree,Parks and Recreation,31',57,16,41,51,14,37,2,1,1,0,0,0,2,1,1,0,0,0,2,0,2
1984-1985,209551,University of Oregon,Bachelor's degree,Philosophy and Religion,38',13,10,3,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209551,University of Oregon,Bachelor's degree,Public Affairs,44',61,18,43,55,16,39,1,0,1,0,0,0,2,0,2,2,1,1,1,1,0
1984-1985,209551,University of Oregon,Bachelor's degree,Business and Management,6',465,289,176,370,225,145,2,2,0,4,2,2,30,17,13,2,0,2,57,43,14
1984-1985,209551,University of Oregon,Bachelor's degree,Communications,9',232,97,135,210,90,120,2,1,1,2,1,1,13,3,10,0,0,0,5,2,3
1984-1985,217882,Clemson University,Bachelor's degree,Agricultural Business and Production,1',27,27,0,26,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,217882,Clemson University,Bachelor's degree,Foreign Languages,16',16,1,15,16,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,217882,Clemson University,Bachelor's degree,Letters,23',48,14,34,47,14,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,217882,Clemson University,Bachelor's degree,Life Sciences,26',69,36,33,65,34,31,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,217882,Clemson University,Bachelor's degree,Renewable Natural Resources,3',24,18,6,24,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,217882,Clemson University,Bachelor's degree,Social Sciences,45',119,56,63,115,52,63,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0
1984-1985,217882,Clemson University,Bachelor's degree,Visual and Performing Arts,50',2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Life Sciences,26',101,55,46,83,46,37,11,6,5,2,2,0,2,1,1,0,0,0,3,0,3
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Psychology,42',103,38,65,84,34,50,16,3,13,1,1,0,1,0,1,0,0,0,1,0,1
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Communications,9',299,114,185,258,100,158,35,12,23,1,1,0,0,0,0,1,0,1,4,1,3
1984-1985,221999,Vanderbilt University,Bachelor's degree,Education,13',61,12,49,59,11,48,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,221999,Vanderbilt University,Bachelor's degree,Mathematics,27',91,43,48,85,39,46,4,3,1,0,0,0,2,1,1,0,0,0,0,0,0
1984-1985,221999,Vanderbilt University,Bachelor's degree,Philosophy and Religion,38',12,9,3,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,221999,Vanderbilt University,Bachelor's degree,Physical Sciences,40',34,27,7,32,26,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Computer and Information Sciences,11',13,11,2,12,10,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Physical Sciences,40',21,16,5,18,16,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Protective Services,43',6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Visual and Performing Arts,50',88,25,63,87,25,62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,230728,Utah State University,Bachelor's degree,Computer and Information Sciences,11',74,53,21,66,47,19,0,0,0,1,1,0,1,0,1,0,0,0,6,5,1
1984-1985,230728,Utah State University,Bachelor's degree,Engineering,14',129,120,9,91,84,7,0,0,0,1,1,0,1,1,0,0,0,0,36,34,2
1984-1985,230728,Utah State University,Bachelor's degree,Health Sciences,18',21,8,13,21,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,230728,Utah State University,Bachelor's degree,Home Economics,19',43,7,36,35,5,30,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
1984-1985,230728,Utah State University,Bachelor's degree,Agricultural Sciences,2',56,41,15,42,29,13,0,0,0,0,0,0,2,1,1,0,0,0,12,11,1
1984-1985,230728,Utah State University,Bachelor's degree,Law (non-first professional),22',12,8,4,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,230728,Utah State University,Bachelor's degree,Letters,23',57,24,33,53,20,33,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0
1984-1985,230728,Utah State University,Bachelor's degree,Life Sciences,26',30,20,10,28,20,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1984-1985,230728,Utah State University,Bachelor's degree,Mathematics,27',10,9,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
1984-1985,230728,Utah State University,Bachelor's degree,Renewable Natural Resources,3',58,46,12,53,42,11,0,0,0,1,1,0,0,0,0,0,0,0,4,3,1
1984-1985,230728,Utah State University,Bachelor's degree,Philosophy and Religion,38',3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,230728,Utah State University,Bachelor's degree,Physical Sciences,40',35,32,3,32,29,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
1984-1985,230728,Utah State University,Bachelor's degree,Visual and Performing Arts,50',81,41,40,77,40,37,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1
1984-1985,243744,Stanford University,Bachelor's degree,Foreign Languages,16',39,19,20,26,14,12,8,2,6,4,3,1,1,0,1,0,0,0,0,0,0
1984-1985,243744,Stanford University,Bachelor's degree,Letters,23',118,50,68,114,47,67,3,3,0,4,4,0,1,1,0,2,2,0,1,1,0
1984-1985,243744,Stanford University,Bachelor's degree,Life Sciences,26',181,110,71,126,83,43,8,7,1,17,11,6,27,8,19,0,0,0,3,1,2
1984-1985,243744,Stanford University,Bachelor's degree,Multi/Interdisciplinary Studies,30',201,67,134,188,59,129,7,0,7,27,8,19,7,0,7,7,0,7,7,0,7
1984-1985,243744,Stanford University,Bachelor's degree,Social Sciences,45',457,268,189,355,211,144,35,21,14,26,20,6,25,7,18,2,2,0,16,8,8
1984-1985,207500,University of Oklahoma Norman Campus,Bachelor's degree,Letters,23',62,29,33,59,28,31,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,209542,Oregon State University,Bachelor's degree,Foreign Languages,16',15,4,11,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209542,Oregon State University,Bachelor's degree,Health Sciences,18',83,39,44,72,36,36,0,0,0,0,0,0,8,1,7,0,0,0,3,2,1
1984-1985,209542,Oregon State University,Bachelor's degree,Life Sciences,26',138,78,60,125,68,57,2,1,1,2,1,1,6,5,1,2,2,0,1,1,0
1984-1985,209542,Oregon State University,Bachelor's degree,Mathematics,27',66,57,9,53,48,5,0,0,0,1,0,1,8,6,2,2,1,1,2,2,0
1984-1985,209542,Oregon State University,Bachelor's degree,Renewable Natural Resources,3',130,97,33,123,93,30,2,1,1,0,0,0,2,1,1,2,2,0,1,0,1
1984-1985,209542,Oregon State University,Bachelor's degree,Social Sciences,45',198,121,77,181,109,72,4,3,1,4,1,3,3,3,0,5,4,1,1,1,0
1984-1985,209542,Oregon State University,Bachelor's degree,Business and Management,6',669,418,251,599,379,220,5,5,0,5,4,1,31,13,18,16,10,6,13,7,6
1984-1985,209551,University of Oregon,Bachelor's degree,Foreign Languages,16',77,23,54,67,19,48,1,0,1,4,3,1,3,1,2,0,0,0,2,0,2
1984-1985,209551,University of Oregon,Bachelor's degree,Health Sciences,18',16,0,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,209551,University of Oregon,Bachelor's degree,Multi/Interdisciplinary Studies,30',50,29,21,48,28,20,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,209551,University of Oregon,Bachelor's degree,Architecture and Environmental Design,4',47,18,29,43,15,28,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1
