"","School_Label","BD_C","BD_C_Percentage","CIPFamily","CIPTitle","Year"
"513","Texas A&amp;M",180,0.019957866725801,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"514","Texas A&amp;M",180,0.019957866725801,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"515","Texas A&amp;M",90,0.009978933362901,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"516","Texas A&amp;M",180,0.019957866725801,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"517","Texas A&amp;M",180,0.019957866725801,54,"HISTORY.","2011-2012"
"518","Texas A&amp;M",992,0.109990021066637,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"519","Texas A&amp;M",90,0.009978933362901,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"520","Texas A&amp;M",722,0.080053220977935,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"521","Texas A&amp;M",1533,0.169974498281406,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"522","Texas A&amp;M",271,0.030047677126067,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"523","Texas A&amp;M",90,0.009978933362901,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"524","Texas A&amp;M",722,0.080053220977935,45,"SOCIAL SCIENCES.","2011-2012"
"525","Texas A&amp;M",271,0.030047677126067,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"526","Texas A&amp;M",361,0.040026610488968,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"527","Texas A&amp;M",812,0.090032154340836,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"528","Texas A&amp;M",90,0.009978933362901,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"529","Texas A&amp;M",180,0.019957866725801,40,"PHYSICAL SCIENCES.","2011-2012"
"530","Texas A&amp;M",451,0.050005543851868,42,"PSYCHOLOGY.","2011-2012"
"531","Utah State",91,0.026978950489179,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.","2011-2012"
"532","Utah State",27,0.008004743551734,4,"ARCHITECTURE AND RELATED SERVICES.","2011-2012"
"533","Utah State",37,0.01096946338571,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"534","Utah State",108,0.032018974206937,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"535","Utah State",536,0.158908983101097,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.","2011-2012"
"536","Utah State",81,0.024014230655203,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"537","Utah State",78,0.02312481470501,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"538","Utah State",442,0.131040616661725,13,"EDUCATION.","2011-2012"
"539","Utah State",209,0.061962644530092,14,"ENGINEERING.","2011-2012"
"540","Utah State",101,0.029943670323154,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"541","Utah State",142,0.042099021642455,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"542","Utah State",37,0.01096946338571,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"543","Utah State",317,0.093981618737029,51,"HEALTH PROFESSIONS AND RELATED PROGRAMS.","2011-2012"
"544","Utah State",74,0.02193892677142,54,"HISTORY.","2011-2012"
"545","Utah State",172,0.050993181144382,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"546","Utah State",20,0.005929439667951,22,"LEGAL PROFESSIONS AND STUDIES.","2011-2012"
"547","Utah State",71,0.021049510821227,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.","2011-2012"
"548","Utah State",17,0.005040023717759,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"549","Utah State",13,0.003854135784168,47,"MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.","2011-2012"
"550","Utah State",27,0.008004743551734,3,"NATURAL RESOURCES AND CONSERVATION.","2011-2012"
"551","Utah State",24,0.007115327601542,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.","2011-2012"
"552","Utah State",17,0.005040023717759,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"553","Utah State",27,0.008004743551734,40,"PHYSICAL SCIENCES.","2011-2012"
"554","Utah State",108,0.032018974206937,42,"PSYCHOLOGY.","2011-2012"
"555","Utah State",54,0.016009487103469,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"556","Utah State",405,0.120071153276015,45,"SOCIAL SCIENCES.","2011-2012"
"557","Utah State",10,0.002964719833976,49,"TRANSPORTATION AND MATERIALS MOVING.","2011-2012"
"558","Utah State",128,0.037948413874889,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
"559","Vanderbilt",32,0.019127316198446,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","2011-2012"
"560","Vanderbilt",125,0.074716078900179,26,"BIOLOGICAL AND BIOMEDICAL SCIENCES.","2011-2012"
"561","Vanderbilt",28,0.01673640167364,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","2011-2012"
"562","Vanderbilt",19,0.011356843992827,11,"COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.","2011-2012"
"563","Vanderbilt",55,0.032875074716079,13,"EDUCATION.","2011-2012"
"564","Vanderbilt",213,0.127316198445906,14,"ENGINEERING.","2011-2012"
"565","Vanderbilt",73,0.043634190077705,23,"ENGLISH LANGUAGE AND LITERATURE/LETTERS.","2011-2012"
"566","Vanderbilt",29,0.017334130304842,19,"FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.","2011-2012"
"567","Vanderbilt",93,0.055588762701733,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","2011-2012"
"568","Vanderbilt",58,0.034668260609683,54,"HISTORY.","2011-2012"
"569","Vanderbilt",136,0.081291093843395,30,"MULTI/INTERDISCIPLINARY STUDIES.","2011-2012"
"570","Vanderbilt",55,0.032875074716079,27,"MATHEMATICS AND STATISTICS.","2011-2012"
"571","Vanderbilt",38,0.022713687985655,38,"PHILOSOPHY AND RELIGIOUS STUDIES.","2011-2012"
"572","Vanderbilt",48,0.028690974297669,40,"PHYSICAL SCIENCES.","2011-2012"
"573","Vanderbilt",93,0.055588762701733,42,"PSYCHOLOGY.","2011-2012"
"574","Vanderbilt",16,0.009563658099223,44,"PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.","2011-2012"
"575","Vanderbilt",473,0.282725642558279,45,"SOCIAL SCIENCES.","2011-2012"
"576","Vanderbilt",89,0.053197848176928,50,"VISUAL AND PERFORMING ARTS.","2011-2012"
