Draft Year,ID Pick,Round,Round.Pick,Pick Number,Draft Team,Team Traded To,Team,Player,Height,Height (inches),Weight (lbs),College,Birthday
1981,2.16,2,16,39,Lakers,,Lakers,Harvey Knuckles,,,,,
1981,2.17,2,17,40,Knicks,,Knicks,Greg Cook,,,,,
1981,2.18,2,18,41,Bullets,,Bullets,Claude Gregory,6'8'',80,205,Wisconsin,12/26/1958
1981,2.19,2,19,42,Lakers,,Lakers,Elvis Rolle,,,,,
1981,2.2,2,2,43,Mavericks,,Mavericks,Elston Turner,6'5'',77,190,Mississippi,6/10/1959
1981,2.21,2,21,44,Bullets,,Bullets,Steve Lingenfelter,6'9'',81,225,South Dakota State,6/10/1958
1981,2.22,2,22,45,Rockets,,Rockets,Ed Turner,,,,,
1981,2.23,2,23,46,76ers,,76ers,Vernon Smith,,,,,
1981,3.1,3,1,47,Mavericks,,Mavericks,Art Housey,,,,,
1981,3.2,3,2,48,Bullets,,Bullets,Mike Ferrara,,,,,
1981,3.3,3,3,49,Nets,,Nets,David Burns,,,,,
1981,3.4,3,4,50,Trail Blazers,,Trail Blazers,Derek Holcomb,,,,,
1981,3.5,3,5,51,Lakers,,Lakers,Zam Fredrick,,,,,
1981,3.6,3,6,52,Hawks,,Hawks,Rudy Macklin,6'7'',79,205,LSU,2/19/1958
1981,3.7,3,7,53,Supersonics,,Supersonics,Mark Radford,6'4'',76,190,Oregon State,7/5/1959
1981,3.8,3,8,54,Clippers,,Clippers,Jim Smith,6'9'',81,225,Ohio State,2/12/1958
1981,3.9,3,9,55,Cavaliers,,Cavaliers,Mickey Dillard,6'3'',75,170,Florida State,10/15/1958
1981,3.1,3,1,56,Warriors,,Warriors,Carlton Neverson,,,,,
1981,3.11,3,11,57,Knicks,,Knicks,Frank Brickowski,6'9'',81,240,Penn State,8/14/1959
1981,3.12,3,12,58,Kings,,Kings,Curtis Berry,,,,,
1981,3.13,3,13,59,Cavaliers,,Cavaliers,Russell Bowers,,,,,
1981,3.14,3,14,60,Pacers,,Pacers,Purvis Miller,,,,,
1981,3.15,3,15,61,Trail Blazers,,Trail Blazers,Petur Gudmundsson,7'2'',86,260,Washington,10/30/1958
1981,3.16,3,16,62,Suns,,Suns,Sam Clancy,,,,,
1981,3.17,3,17,63,Knicks,,Knicks,Wayne McKoy,,,,,
1981,3.18,3,18,64,Spurs,,Spurs,Tom Baker,,,,,
1981,3.19,3,19,65,Lakers,,Lakers,Ron Cornelius,,,,,
1981,3.2,3,2,66,Suns,,Suns,Craig Dykema,6'8'',80,190,Long Beach State,6/11/1959
1981,3.21,3,21,67,Bucks,,Bucks,Mark Smith,,,,,
1981,3.22,3,22,68,76ers,,76ers,Ernest Graham,,,,,
1981,3.23,3,23,69,Celtics,,Celtics,John Johnson,,,,,
1981,4.1,4,1,70,Mavericks,,Mavericks,Eddie Moss,,,,,
1981,4.2,4,2,71,Pistons,,Pistons,John May,,,,,
1981,4.3,4,3,72,Nets,,Nets,Edmund Sherod,6'2'',74,170,Virginia Commonwealth,9/13/1959
1981,4.4,4,4,73,Jazz,,Jazz,George Torres,,,,,
1981,4.5,4,5,74,Cavaliers,,Cavaliers,Ethan Martin,,,,,
1981,4.6,4,6,75,Hawks,,Hawks,Kevin Figaro,,,,,
1981,4.7,4,7,76,Warriors,,Warriors,Lewis Lloyd,6'6'',78,205,Drake,2/22/1959
1981,4.8,4,8,77,Clippers,,Clippers,Lee Raker,,,,,
1981,4.9,4,9,78,Kings,,Kings,Kenny Dennard,6'8'',80,220,Duke,10/18/1958
1981,4.1,4,1,79,Bullets,,Bullets,Ron Davis,,,,,
1981,4.11,4,11,80,Warriors,,Warriors,Terry Adolph,,,,,
1981,4.12,4,12,81,Rockets,,Rockets,Larry Spriggs,6'7'',79,230,Howard,9/8/1959
1981,4.13,4,13,82,Kings,,Kings,BB DAvis,,,,,
1981,4.14,4,14,83,Pacers,,Pacers,Rolando Frazier,,,,,
1981,4.15,4,15,84,Bulls,,Bulls,Oliver Lee,,,,,
1981,4.16,4,16,85,Trail Blazers,,Trail Blazers,Peter Verhoeven,6'9'',81,215,Fresno State,2/15/1959
1981,4.17,4,17,86,Knicks,,Knicks,Alex Bradley,6'6'',78,215,Villanova,10/30/1959
1981,4.18,4,18,87,Spurs,,Spurs,Earl Belcher,,,,,
1981,4.19,4,19,88,Lakers,,Lakers,Kevin McKenna,6'5'',77,195,Creighton,1/8/1959
1981,4.2,4,2,89,Pistons,,Pistons,Don Koonce,,,,,
1981,4.21,4,21,90,Bucks,,Bucks,Kris Anderson,,,,,
1981,4.22,4,22,91,Celtics,,Celtics,Stanley Williams,,,,,
1981,4.23,4,23,92,76ers,,76ers,Rynn Wright,,,,,
1981,5.1,5,1,93,Mavericks,,Mavericks,Pete Budko,,,,,
1981,5.2,5,2,94,Pistons,,Pistons,George DeVone,,,,,
1981,5.3,5,3,95,Nets,,Nets,Joe Cooper,6'10'',82,230,Colorado,9/1/1957
1981,5.4,5,4,96,Cavaliers,,Cavaliers,Ken Page,,,,,
1981,5.5,5,5,97,Jazz,,Jazz,Mike Clark,,,,,
1981,5.6,5,6,98,Hawks,,Hawks,Steve Krafscisin,,,,,
1981,5.7,5,7,99,Supersonics,,Supersonics,Andra Griffin,,,,,
1981,5.8,5,8,100,Clippers,,Clippers,Dennis Isbell,,,,,
1981,5.9,5,9,101,Nuggets,,Nuggets,Willie Sims,,,,,
1981,5.1,5,1,102,Warriors,,Warriors,Hank McDowell,6'9'',81,215,Memphis State,11/13/1959
1981,5.11,5,11,103,Bullets,,Bullets,Garry Witts,6'7'',79,190,Holy Cross,7/3/1959
1981,5.12,5,12,104,Kings,,Kings,US Reed,,,,,
1981,5.13,5,13,105,Rockets,,Rockets,Hasan Houston,,,,,
1981,5.14,5,14,106,Pacers,,Pacers,George Peterson,,,,,
1981,5.15,5,15,107,Trail Blazers,,Trail Blazers,Herb Andrew,,,,,
1981,5.16,5,16,108,Bulls,,Bulls,Johnny Nash,,,,,
1981,5.17,5,17,109,Knicks,,Knicks,Jim Wright,,,,,
1981,5.18,5,18,110,Spurs,,Spurs,Mike Rhodes,,,,,
1981,5.19,5,19,111,Lakers,,Lakers,Craig Watts,,,,,
1981,5.2,5,2,112,Suns,,Suns,Paul Heuerman,,,,,
1981,5.21,5,21,113,Bucks,,Bucks,Kelvin Troy,,,,,
1981,5.22,5,22,114,76ers,,76ers,Steve Craig,,,,,
1981,5.23,5,23,115,Celtics,,Celtics,Glen Grunwald,,,,,
1981,6.1,6,1,116,Mavericks,,Mavericks,Karl Bakowski,,,,,
1981,6.2,6,2,117,Pistons,,Pistons,Vince Brookins,,,,,
1981,6.3,6,3,118,Nets,,Nets,Kevin Lynam,,,,,
1981,6.4,6,4,119,Jazz,,Jazz,Kevin Sprewer,,,,,
1981,6.5,6,5,120,Cavaliers,,Cavaliers,Aaron Strayhorn,,,,,
1981,6.6,6,6,121,Hawks,,Hawks,Darryl Warwick,,,,,
1981,6.7,6,7,122,Supersonics,,Supersonics,Earl Banks,,,,,
1981,6.8,6,8,123,Clippers,,Clippers,Mike Pepper,,,,,
1981,6.9,6,9,124,Nuggets,,Nuggets,Alonzo Weatherley,,,,,
1981,6.1,6,1,125,Bullets,,Bullets,Robert Williams,,,,,
1981,6.11,6,11,126,Warriors,,Warriors,Carter Scott,,,,,
1981,6.12,6,12,127,Rockets,,Rockets,Fred Cowan,,,,,
1981,6.13,6,13,128,Kings,,Kings,Brian Walker,,,,,
1981,6.14,6,14,129,Pacers,,Pacers,Robert Fronk,,,,,
1981,6.15,6,15,130,Bulls,,Bulls,Roger Burkman,6'5'',77,175,Louisville,5/22/1958
1981,6.16,6,16,131,Trail Blazers,,Trail Blazers,Roshern Arnie,,,,,
1981,6.17,6,17,132,Knicks,,Knicks,John Blair,,,,,
1981,6.18,6,18,133,Spurs,,Spurs,Norman Shavers,,,,,
1981,6.19,6,19,134,Lakers,,Lakers,Kevin Singleton,,,,,
1981,6.2,6,2,135,Suns,,Suns,Pete Harris,,,,,
1981,6.21,6,21,136,Bucks,,Bucks,Jo Jo Hunter,,,,,
1981,6.22,6,22,137,Celtics,,Celtics,Steve Waite,,,,,
1981,6.23,6,23,138,76ers,,76ers,Michael Thomas,,,,,
1981,7.1,7,1,139,Mavericks,,Mavericks,Danny Davis,,,,,
1981,7.2,7,2,140,Pistons,,Pistons,Greg Nance,,,,,
1981,7.3,7,3,141,Nets,,Nets,Rod Robertson,,,,,
1981,7.4,7,4,142,Cavaliers,,Cavaliers,Andre Smith,,,,,
1981,7.5,7,5,143,Jazz,,Jazz,Mike Robinson,,,,,
1981,7.6,7,6,144,Hawks,,Hawks,Kevin Vesey,,,,,
1981,7.7,7,7,145,Supersonics,,Supersonics,Tom Sienkiewicz,,,,,
1981,7.8,7,8,146,Clippers,,Clippers,Randy Johnson,,,,,
1981,7.9,7,9,147,Nuggets,,Nuggets,Greg Manning,,,,,
1981,7.1,7,1,148,Warriors,,Warriors,Robby Dosty,,,,,
1981,7.11,7,11,149,Bullets,,Bullets,Randy Martel,,,,,
1981,7.12,7,12,150,Kings,,Kings,Clinton Wheeler,6'1'',73,185,William Paterson,10/27/1959
1981,7.13,7,13,151,Rockets,,Rockets,Joe Faine,,,,,
1981,7.14,7,14,152,Pacers,,Pacers,Larry McKinney,,,,,
1981,7.15,7,15,153,Trail Blazers,,Trail Blazers,Julius Wayne,,,,,
1981,7.16,7,16,154,Bulls,,Bulls,Scott Williams,,,,,
1981,7.17,7,17,155,Knicks,,Knicks,Terry Cramer,,,,,
1981,7.18,7,18,156,Spurs,,Spurs,Mark Minderman,,,,,
1981,7.19,7,19,157,Lakers,,Lakers,Larry Petty,,,,,
1981,7.2,7,2,158,Suns,,Suns,David Williams,,,,,
1981,7.21,7,21,159,Bucks,,Bucks,Lewis Latimore,,,,,
1981,7.22,7,22,160,76ers,,76ers,John Crawford,,,,,
1981,7.23,7,23,161,Celtics,,Celtics,Tom Seaman,,,,,
1981,8.1,8,1,162,Mavericks,,Mavericks,David Kennedy,,,,,
1981,8.2,8,2,163,Pistons,,Pistons,Joe Schoen,,,,,
1981,8.3,8,3,164,Nets,,Nets,Ken Webb,,,,,
1981,8.4,8,4,165,Jazz,,Jazz,Bob Cattage,6'9'',81,250,Auburn,8/17/1958
1981,8.5,8,5,166,Cavaliers,,Cavaliers,Glen Marcus,,,,,
1981,8.6,8,6,167,Hawks,,Hawks,Gilbert Salinas,,,,,
1981,8.7,8,7,168,Clippers,,Clippers,Todd Haynes,,,,,
1981,8.8,8,8,169,Nuggets,,Nuggets,Curtis Redding,,,,,
1981,8.9,8,9,170,Bullets,,Bullets,Mike Howard,,,,,
1981,8.1,8,1,171,Warriors,,Warriors,Yasutaka Okayama,,,,,
1981,8.11,8,11,172,Rockets,,Rockets,Stanley Brewer,,,,,
1981,8.12,8,12,173,Kings,,Kings,Randy Smithson,,,,,
1981,8.13,8,13,174,Pacers,,Pacers,Len Hatzenbeller,,,,,
1981,8.14,8,14,175,Bulls,,Bulls,Ben Mitchell,,,,,
1981,8.15,8,15,176,Trail Blazers,,Trail Blazers,John Smith,,,,,
1981,8.16,8,16,177,Knicks,,Knicks,Brian OConnor,,,,,
1981,8.17,8,17,178,Spurs,,Spurs,Bob Bartholomew,,,,,
1981,8.18,8,18,179,Lakers,,Lakers,Jay Triano,,,,,
1981,8.19,8,19,180,Suns,,Suns,Steve Risley,,,,,
1981,8.2,8,2,181,Bucks,,Bucks,Mike Brkovich,,,,,
1981,8.21,8,21,182,Celtics,,Celtics,George Morrow,,,,,
1981,8.22,8,22,183,76ers,,76ers,Frank Gilroy,,,,,
1981,9.1,9,1,184,Mavericks,,Mavericks,John Hollinden,,,,,
1981,9.2,9,2,185,Pistons,,Pistons,Eddie Baker,,,,,
1981,9.3,9,3,186,Nets,,Nets,Rudy Williams,,,,,
1981,9.4,9,4,187,Cavaliers,,Cavaliers,Paul Roba,,,,,
1981,9.5,9,5,188,Jazz,,Jazz,Ken Ollie,,,,,
1981,9.6,9,6,189,Hawks,,Hawks,Howard Thompkins,,,,,
1981,9.7,9,7,190,Clippers,,Clippers,Art Jones,,,,,
1981,9.8,9,8,191,Nuggets,,Nuggets,Andrew Burton,,,,,
1981,9.9,9,9,192,Warriors,,Warriors,Doug Murrey,,,,,
1981,9.1,9,1,193,Bullets,,Bullets,Eddie Brown,,,,,
1981,9.11,9,11,194,Kings,,Kings,Mike Perry,,,,,
1981,9.12,9,12,195,Pacers,,Pacers,Scott Whitley,,,,,
1981,9.13,9,13,196,Trail Blazers,,Trail Blazers,Sid Williams,,,,,
1981,9.14,9,14,197,Bulls,,Bulls,Terry Martin,,,,,
1981,9.15,9,15,198,Knicks,,Knicks,Marty Headd,,,,,
1981,9.16,9,16,199,Spurs,,Spurs,Leonel Marquetti,,,,,
1981,9.17,9,17,200,Suns,,Suns,Brian Johnson,,,,,
1981,9.18,9,18,201,Bucks,,Bucks,Chip Rucker,,,,,
1981,9.19,9,19,202,76ers,,76ers,Ron Wister,,,,,
1981,9.2,9,2,203,Celtics,,Celtics,Greg McCray,,,,,
1981,10.1,10,1,204,Mavericks,,Mavericks,Scott Bolanko,,,,,
1981,10.2,10,2,205,Pistons,,Pistons,Melvin Maxwell,,,,,
1981,10.3,10,3,206,Nets,,Nets,Vic Sison,,,,,
1981,10.4,10,4,207,Jazz,,Jazz,Joe Merten,,,,,
1981,10.5,10,5,208,Cavaliers,,Cavaliers,Greg Boone,,,,,
1981,10.6,10,6,209,Hawks,,Hawks,Mike Frazier,,,,,
1981,10.7,10,7,210,Clippers,,Clippers,Tony Gwynn,,,,,
1981,10.8,10,8,211,Nuggets,,Nuggets,Derrick Rowland,6'5'',77,195,SUNY-Potsdam,6/21/1959
1981,10.9,10,9,212,Bullets,,Bullets,Ralton Way,,,,,
1981,10.1,10,1,213,Warriors,,Warriors,Barry Brooks,,,,,
1981,10.12,10,12,214,Kings,,Kings,Mark Wilson,,,,,
1981,10.13,10,13,215,Pacers,,Pacers,Rodney Benson,,,,,
1981,10.14,10,14,216,Bulls,,Bulls,Kenny Easley,,,,,
1981,10.15,10,15,217,Trail Blazers,,Trail Blazers,Steve Cochran,,,,,
1981,10.16,10,16,218,Knicks,,Knicks,Kevin Rogers,,,,,
1981,10.17,10,17,219,Spurs,,Spurs,Alvin Brooks,,,,,
1981,10.19,10,19,220,Suns,,Suns,Felton Sealey,,,,,
1981,10.2,10,2,221,Bucks,,Bucks,Artie Green,,,,,
1981,10.21,10,21,222,Celtics,,Celtics,Ken Matthews,,,,,
1981,10.22,10,22,223,76ers,,76ers,Pete Mullenberg,,,,,
1980,1.1,1,1,1,Warriors,,Warriors,Joe Carroll,7'0'',84,225,Purdue,7/24/1958
1980,1.2,1,2,2,Jazz,,Jazz,Darrell Griffith,6'4'',76,190,Louisville,6/16/1958
1980,1.3,1,3,3,Celtics,,Celtics,Kevin McHale,6'10'',82,210,Minnesota,12/19/1957
1980,1.4,1,4,4,Bulls,,Bulls,Kelvin Ransey,6'1'',73,170,Ohio State,5/3/1958
1980,1.5,1,5,5,Nuggets,,Nuggets,James Ray,6'8'',80,215,Jacksonville,7/27/1957
1980,1.6,1,6,6,Nets,,Nets,Mike OKoren,6'7'',79,207,North Carolina,2/7/1958
1980,1.7,1,7,7,Nets,,Nets,Mike Gminski,6'11'',83,250,Duke,8/3/1959
1980,1.8,1,8,8,76ers,,76ers,Andrew Toney,6'3'',75,178,Southwestern Louisiana,11/23/1957
1980,1.9,1,9,9,Clippers,,Clippers,Michael Brooks,6'7'',79,220,LaSalle,8/17/1958
1980,1.1,1,1,10,Trail Blazers,,Trail Blazers,Ronnie Lester,6'2'',74,175,Iowa,1/1/1959
1980,1.11,1,11,11,Mavericks,,Mavericks,Kiki Vandeweghe,6'8'',80,220,UCLA,8/1/1958
1980,1.12,1,12,12,Knicks,,Knicks,Mike Woodson,6'5'',77,195,Indiana,3/24/1958
1980,1.13,1,13,13,Warriors,,Warriors,Rickey Brown,6'10'',82,215,Mississippi State,8/20/1958
1980,1.14,1,14,14,Bullets,,Bullets,Wes Matthews,6'1'',73,170,Wisconsin,8/24/1959
1980,1.15,1,15,15,Spurs,,Spurs,Reggie Johnson,6'9'',81,205,Tennessee,6/25/1957
1980,1.16,1,16,16,Kings,,Kings,Hawkeye Whitney,,,,,
1980,1.17,1,17,17,Pistons,,Pistons,Larry Drew,6'1'',73,170,Missouri,4/2/1958
1980,1.18,1,18,18,Hawks,,Hawks,Don Collins,6'6'',78,190,Washington State,11/28/1958
1980,1.19,1,19,19,Jazz,,Jazz,John Duren,6'3'',75,195,Georgetown,10/30/1958
1980,1.2,1,2,20,Supersonics,,Supersonics,Bill Hanzlik,,,,,
1980,1.21,1,21,21,76ers,,76ers,Monti Davis,6'7'',79,205,Tennessee State,7/26/1958
1980,1.22,1,22,22,Cavaliers,,Cavaliers,Chad Kinch,6'4'',76,190,UNC-Charlotte,5/22/1958
1980,1.23,1,23,23,Nuggets,,Nuggets,Carl Nicks,6'1'',73,175,Indiana State,10/6/1958
1980,2.1,2,1,24,Warriors,,Warriors,Larry Smith,6'8'',80,215,Alcorn State,1/18/1958
1980,2.2,2,2,25,Warriors,,Warriors,Jeff Ruland,6'10'',82,240,Iona,12/16/1958
1980,2.3,2,3,26,Bulls,,Bulls,Sam Worthen,6'5'',77,195,Marquette,1/17/1958
1980,2.4,2,4,27,Rockets,,Rockets,John Stroud,6'7'',79,215,Mississippi,10/29/1957
1980,2.5,2,5,28,Hawks,,Hawks,Craig Shelton,,,,,
1980,2.6,2,6,29,Pacers,,Pacers,Louis Orr,6'8'',80,175,Syracuse,5/7/1958
1980,2.7,2,7,30,Pacers,,Pacers,Kenny Natt,6'3'',75,185,Northeast Louisiana,10/5/1958
1980,2.8,2,8,31,Lakers,,Lakers,Wayne Robinson,6'8'',80,217,Virginia Tech,4/19/1958
1980,2.9,2,9,32,Trail Blazers,,Trail Blazers,David Lawrence,,,,,
1980,2.1,2,1,33,Trail Blazers,,Trail Blazers,Bruce Collins,,,,,
1980,2.11,2,11,34,Mavericks,,Mavericks,Roosevelt Bouie,,,,,
1980,2.12,2,12,35,Bullets,,Bullets,Ricky Mahorn,6'10'',82,240,Hampton Institute,9/21/1958
1980,2.13,2,13,36,Knicks,,Knicks,DeWayne Scales,6'8'',80,208,LSU,12/28/1958
1980,2.14,2,14,37,Lakers,,Lakers,Butch Carter,6'5'',77,180,Indiana,6/11/1958
1980,2.15,2,15,38,Rockets,,Rockets,Terry Stotts,,,,,
1980,2.16,2,16,39,Spurs,,Spurs,Michael Wiley,6'9'',81,200,Long Beach State,10/16/1957
1980,2.17,2,17,40,Pacers,,Pacers,Dick Miller,6'6'',78,215,Toledo,4/26/1958
1980,2.18,2,18,41,Nuggets,,Nuggets,Jawann Oldham,7'0'',84,215,Seattle,7/4/1957
1980,2.19,2,19,42,Suns,,Suns,Kimberly Belton,,,,,
1980,2.2,2,2,43,Rockets,,Rockets,Billy Williams,,,,,
1980,2.21,2,21,44,76ers,,76ers,Clyde Austin,,,,,
1980,2.22,2,22,45,Pistons,,Pistons,Brad Branson,6'10'',82,220,SMU,9/24/1958
1980,2.23,2,23,46,Celtics,,Celtics,Arnette Hallman,,,,,
1980,3.1,3,1,47,Nuggets,,Nuggets,Kurt Nimphius,6'10'',82,218,Arizona State,3/13/1958
1980,3.2,3,2,48,Nuggets,,Nuggets,Eddie Lee,,,,,
1980,3.3,3,3,49,Warriors,,Warriors,John Virgil,,,,,
1980,3.4,3,4,50,Bulls,,Bulls,James Wilkes,6'7'',79,195,UCLA,3/12/1958
1980,3.5,3,5,51,Nuggets,,Nuggets,Ron Valentine,6'7'',79,210,Old Dominion,11/27/1957
1980,3.6,3,6,52,Nets,,Nets,Lowes Moore,6'1'',73,170,West Virginia,5/5/1957
1980,3.7,3,7,53,Cavaliers,,Cavaliers,Stuart House,,,,,
1980,3.8,3,8,54,Celtics,,Celtics,Ron Perry,,,,,
1980,3.9,3,9,55,Cavaliers,,Cavaliers,Wayne Abrams,,,,,
1980,3.1,3,1,56,Trail Blazers,,Trail Blazers,Mike Harper,6'10'',82,195,North Park,12/9/1957
1980,3.11,3,11,57,Mavericks,,Mavericks,Dave Britton,6'4'',76,180,Texas A&M,8/29/1958
1980,3.12,3,12,58,Knicks,,Knicks,Kurt Rambis,6'8'',80,213,Santa Clara,2/25/1958
1980,3.13,3,13,59,Suns,,Suns,John Campbell,,,,,
1980,3.14,3,14,60,Spurs,,Spurs,Lavon Mercer,,,,,
1980,3.15,3,15,61,Spurs,,Spurs,Rich Yonakor,6'9'',81,220,North Carolina,10/3/1958
1980,3.16,3,16,62,Kings,,Kings,Tony Murphy,,,,,
1980,3.17,3,17,63,Bucks,,Bucks,Al Beal,,,,,
1980,3.18,3,18,64,Pistons,,Pistons,Jonathan Moore,,,,,
1980,3.19,3,19,65,Suns,,Suns,Doug TRUE,,,,,
1980,3.2,3,2,66,Supersonics,,Supersonics,Carl Bailey,7'0'',84,210,Tuskegee,4/23/1958
1980,3.21,3,21,67,76ers,,76ers,Reggie Gaines,,,,,
1980,3.22,3,22,68,Cavaliers,,Cavaliers,Ron Jones,,,,,
1980,3.23,3,23,69,Celtics,,Celtics,Donald Newman,,,,,
1980,4.1,4,1,70,Pistons,,Pistons,Darwin Cook,6'3'',75,184,Portland,8/6/1958
1980,4.2,4,2,71,Warriors,,Warriors,Robert Scott,,,,,
1980,4.3,4,3,72,Jazz,,Jazz,Alan Taylor,,,,,
1980,4.4,4,4,73,Nuggets,,Nuggets,Sammie Ellis,,,,,
1980,4.5,4,5,74,Bulls,,Bulls,Ron Charles,,,,,
1980,4.6,4,6,75,Nets,,Nets,Rory Sparrow,6'2'',74,175,Villanova,6/12/1958
1980,4.7,4,7,76,Clippers,,Clippers,Ed Odom,,,,,
1980,4.8,4,8,77,Cavaliers,,Cavaliers,Murray Brown,,,,,
1980,4.9,4,9,78,Pacers,,Pacers,Rich Branning,,,,,
1980,4.1,4,1,79,Trail Blazers,,Trail Blazers,Kelvin Henderson,,,,,
1980,4.11,4,11,80,Mavericks,,Mavericks,David Johnson,,,,,
1980,4.12,4,12,81,Bullets,,Bullets,Francois Wise,,,,,
1980,4.13,4,13,82,Knicks,,Knicks,Joseph Chmelich,,,,,
1980,4.14,4,14,83,Spurs,,Spurs,Calvin Roberts,,,,,
1980,4.15,4,15,84,Rockets,,Rockets,Dean Hunger,,,,,
1980,4.16,4,16,85,76ers,,76ers,Billy Bryant,,,,,
1980,4.17,4,17,86,Bucks,,Bucks,Jeff Wolf,,,,,
1980,4.18,4,18,87,Lakers,,Lakers,Tony Jackson,6'0'',72,170,Florida State,1/17/1958
1980,4.19,4,19,88,Suns,,Suns,Leroy Stampley,,,,,
1980,4.2,4,2,89,Supersonics,,Supersonics,Gary Hooker,,,,,
1980,4.21,4,21,90,76ers,,76ers,Harold Hubbard,,,,,
1980,4.22,4,22,91,Lakers,,Lakers,Ron Baxter,,,,,
1980,4.23,4,23,92,Celtics,,Celtics,Kevin Hamilton,,,,,
1980,5.1,5,1,93,Pistons,,Pistons,Tony Fuller,6'4'',76,180,Pepperdine,9/4/1958
1980,5.2,5,2,94,Jazz,,Jazz,Wally West,,,,,
1980,5.3,5,3,95,Warriors,,Warriors,Don Carlino,,,,,
1980,5.4,5,4,96,Bulls,,Bulls,Mike Campbell,,,,,
1980,5.5,5,5,97,Nuggets,,Nuggets,James Patrick,,,,,
1980,5.6,5,6,98,Nets,,Nets,Aaron Curry,,,,,
1980,5.7,5,7,99,Clippers,,Clippers,Wally Rank,6'6'',78,220,San Jose State,3/1/1958
1980,5.8,5,8,100,Pacers,,Pacers,Joe Galvin,,,,,
1980,5.9,5,9,101,Cavaliers,,Cavaliers,LaVon Williams,,,,,
1980,5.1,5,1,102,Trail Blazers,,Trail Blazers,Larry Belin,,,,,
1980,5.11,5,11,103,Mavericks,,Mavericks,Darrell Allums,6'8'',80,220,UCLA,9/12/1958
1980,5.12,5,12,104,Knicks,,Knicks,William Carey,,,,,
1980,5.13,5,13,105,Bullets,,Bullets,Daryl Strickland,,,,,
1980,5.14,5,14,106,Rockets,,Rockets,Albert Jones,,,,,
1980,5.15,5,15,107,Spurs,,Spurs,Gib Hinz,,,,,
1980,5.16,5,16,108,Kings,,Kings,Kevin Blakley,,,,,
1980,5.17,5,17,109,Bucks,,Bucks,Ken Jones,,,,,
1980,5.18,5,18,110,Hawks,,Hawks,Mike Doyle,,,,,
1980,5.19,5,19,111,Suns,,Suns,Mark Stevens,,,,,
1980,5.2,5,2,112,Supersonics,,Supersonics,Lenny Horton,,,,,
1980,5.21,5,21,113,76ers,,76ers,Jim Swaney,,,,,
1980,5.22,5,22,114,Lakers,,Lakers,Rick Raivio,,,,,
1980,5.23,5,23,115,Celtics,,Celtics,Rufus Harris,,,,,
1980,6.1,6,1,116,Pistons,,Pistons,Tony Turner,,,,,
1980,6.2,6,2,117,Warriors,,Warriors,Neil Bresnahan,,,,,
1980,6.3,6,3,118,Jazz,,Jazz,Ken Cunningham,,,,,
1980,6.4,6,4,119,Nuggets,,Nuggets,Ernie Hill,,,,,
1980,6.5,6,5,120,Bulls,,Bulls,Bernard Rencher,,,,,
1980,6.6,6,6,121,Nets,,Nets,Rick Mattick,,,,,
1980,6.7,6,7,122,Clippers,,Clippers,Londale Theus,,,,,
1980,6.8,6,8,123,Cavaliers,,Cavaliers,Antonio Martin,,,,,
1980,6.9,6,9,124,Pacers,,Pacers,Randy Owens,,,,,
1980,6.1,6,1,125,Trail Blazers,,Trail Blazers,Perry Mirkovich,,,,,
1980,6.11,6,11,126,Mavericks,,Mavericks,Leroy Jackson,,,,,
1980,6.12,6,12,127,Bullets,,Bullets,Ken Dancy,,,,,
1980,6.13,6,13,128,Knicks,,Knicks,Kelvin Hicks,,,,,
1980,6.14,6,14,129,Spurs,,Spurs,Dean Uthoff,,,,,
1980,6.15,6,15,130,Rockets,,Rockets,Everette Jefferson,,,,,
1980,6.16,6,16,131,Kings,,Kings,Kent Grooms,,,,,
1980,6.17,6,17,132,Bucks,,Bucks,Alex Gilbert,,,,,
1980,6.18,6,18,133,Hawks,,Hawks,Mike Zagardo,,,,,
1980,6.19,6,19,134,Suns,,Suns,Coby Leavitt,,,,,
1980,6.2,6,2,135,Supersonics,,Supersonics,Jim Strickland,,,,,
1980,6.21,6,21,136,76ers,,76ers,Donald Cooper,,,,,
1980,6.22,6,22,137,Lakers,,Lakers,Odis Boddie,,,,,
1980,6.23,6,23,138,Celtics,,Celtics,Kenny Evans,,,,,
1980,7.1,7,1,139,Pistons,,Pistons,Carl Pierce,,,,,
1980,7.2,7,2,140,Jazz,,Jazz,Dave Colescott,,,,,
1980,7.3,7,3,141,Warriors,,Warriors,Lorenzo Romar,6'1'',73,175,Washington,11/13/1958
1980,7.4,7,4,142,Bulls,,Bulls,Robert Byrd,,,,,
1980,7.5,7,5,143,Nuggets,,Nuggets,Tommy Springer,,,,,
1980,7.6,7,6,144,Nets,,Nets,Larry Spicer,,,,,
1980,7.7,7,7,145,Clippers,,Clippers,Paul Anderson,,,,,
1980,7.8,7,8,146,Pacers,,Pacers,Charles Naddaff,,,,,
1980,7.9,7,9,147,Cavaliers,,Cavaliers,Leroy Berry,,,,,
1980,7.1,7,1,148,Trail Blazers,,Trail Blazers,Gig Sims,,,,,
1980,7.11,7,11,149,Mavericks,,Mavericks,Tony Forch,,,,,
1980,7.12,7,12,150,Knicks,,Knicks,Bobby Turner,,,,,
1980,7.13,7,13,151,Bullets,,Bullets,Karl Godine,,,,,
1980,7.14,7,14,152,Rockets,,Rockets,Joe Nehls,,,,,
1980,7.15,7,15,153,Spurs,,Spurs,Allan Zahn,,,,,
