ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Weight,Height,Year,Eligibility,Hometown/Prior_School,Player_URL
LSU,FBALL,2010-2011,49,Barkevious Mingo,Barkevious,Mingo,DE,6/5/13,237,Fr.,RS,"West Monroe, La.; (West Monroe HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660186
LSU,FBALL,2010-2011,50,Joey Crappell,Joey,Crappell,SNP,6/2/13,245,Jr.,1L,"Patterson, La.; (Patterson HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1148283
LSU,FBALL,2010-2011,51,Seth Mannon,Seth,Mannon,PK,6/6/13,215,Fr.,HS,"Houston, Texas; (Episcopal HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973412
LSU,FBALL,2010-2011,52,Luke Muncie,Luke,Muncie,LB,6/3/13,223,Fr.,HS,"Klein, Texas; (Oak HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879594
LSU,FBALL,2010-2011,53,Paul Felio,Paul,Felio,LB,6/1/00,212,Sr.,1L,"League City, Texas; (Clear Creek HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1208555
LSU,FBALL,2010-2011,53,T-Bob Hebert,T-Bob,Hebert,C,6/3/13,280,Jr.,2L,"Norcross, Ga.; (Greater Atlanta Christian HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785339
LSU,FBALL,2010-2011,54,Justin Maclin,Justin,Maclin,LB,6/4/13,230,Fr.,HS,"Memphis, Tenn.; (Ridgeway HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879592
LSU,FBALL,2010-2011,55,Cameron Fordham,Cameron,Fordham,OL,6/3/13,261,Fr.,HS,"Duluth, Ga.; (Northview HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879588
LSU,FBALL,2010-2011,56,Seth Fruge,Seth,Fruge,LB,5/11/13,200,Fr.,RS,"Welsh, La.; (Notre Dame HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973413
LSU,FBALL,2010-2011,57,Lamin Barrow,Lamin,Barrow,LB,6/2/13,221,Fr.,RS,"Marrero, La.; (John Ehret HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660124
LSU,FBALL,2010-2011,58,Tahj Jones,Tahj,Jones,LB,6/2/13,205,Fr.,RS,"Sulphur, La.; (Sulphur HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660018
LSU,FBALL,2010-2011,59,Jonathan Nixon,Jonathan,Nixon,DE,6/2/13,259,Sr.,1L,"N. Little Rock, Ark.; (N. Little Rock HS/Grambling)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1208559
LSU,FBALL,2010-2011,60,Will Blackwell,Will,Blackwell,OG,6/4/13,303,Jr.,2L,"West Monroe, La.; (West Monroe HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785327
LSU,FBALL,2010-2011,61,Ben Domingue,Ben,Domingue,C,6/3/13,276,Fr.,RS,"Lafayette, La.; (St. Thomas More HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973443
LSU,FBALL,2010-2011,62,Robert Blackmon,Robert,Blackmon,OL,6/1/13,220,Fr.,HS,"Burkburnett, Texas; (Burkburnett HS)",0
LSU,FBALL,2010-2011,63,Allen Buniger,Allen,Buniger,OL,6/3/13,257,Fr.,HS,"New Orleans, La.; (West Jefferson HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205497209
LSU,FBALL,2010-2011,64,P.J. Lonergan,P.J.,Lonergan,C,6/4/13,300,So.,1L,"New Orleans, La.; (Rummel HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382576
LSU,FBALL,2010-2011,68,Josh Dworaczyk,Josh,Dworaczyk,OG,6/6/13,295,Jr.,2L,"New Iberia, La.; (Catholic-New Iberia HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785336
LSU,FBALL,2010-2011,70,Evan Washington,Evan,Washington,OT,6/5/13,315,Fr.,HS,"DeSoto, Texas; (DeSoto HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879623
LSU,FBALL,2010-2011,71,Alex Bonnette,Alex,Bonnette,OT,6/2/13,271,Fr.,RS,"LaPlace, La.; (Riverside Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973414
LSU,FBALL,2010-2011,72,Alex Hurst,Alex,Hurst,OT,6/6/13,329,So.,1L,"Bartlett, Tenn.; (Arlington HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382570
LSU,FBALL,2010-2011,74,Josh Williford,Josh,Williford,OG,6/7/13,324,Fr.,RS,"Dothan, Ala.; (Houston Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660132
LSU,FBALL,2010-2011,75,Greg Shaw,Greg,Shaw,OT,6/5/13,295,Jr.,SQ,"Hialeah, Fla.; (Edward Pace HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382584
LSU,FBALL,2010-2011,76,Chris Faulk,Chris,Faulk,OT,6/6/13,316,Fr.,RS,"Slidell, La.; (Northshore HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660016
LSU,FBALL,2010-2011,77,Josh Downs,Josh,Downs,DT,6/1/13,278,So.,1L,"Bastrop, La.; (Bastrop HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660180
LSU,FBALL,2010-2011,78,Joseph Barksdale,Joseph,Barksdale,OT,6/6/13,318,Sr.,4L,"Detroit, Mich.; (Cass Tech HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=784745
LSU,FBALL,2010-2011,79,Matt Branch,Matt,Branch,OG,6/6/13,287,So.,1L,"Monroe, La.; (Sterlington HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382551
LSU,FBALL,2010-2011,80,Terrence Toliver,Terrence,Toliver,WR,6/5/13,203,Sr.,4L,"Hempstead, Texas; (Hempstead HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785354
LSU,FBALL,2010-2011,81,Armand Williams,Armand,Williams,WR,6/3/13,195,Fr.,HS,"Slidell, La.; (Slidell HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204880058
LSU,FBALL,2010-2011,82,James Wright,James,Wright,WR,6/2/13,197,Fr.,HS,"Belle Chasse, La.; (Belle Chasse HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879606
LSU,FBALL,2010-2011,83,Mitch Joseph,Mitch,Joseph,TE,6/5/13,265,Jr.,2L,"New Iberia, La.; (Catholic-New Iberia HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785345
LSU,FBALL,2010-2011,84,Nic Jacobs,Nic,Jacobs,TE,6/5/13,265,Fr.,HS,"Many, La.; (Many HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879590
LSU,FBALL,2010-2011,85,Alex Russian,Alex,Russian,TE/SNP,6/5/13,240,Jr.,1L,"Round Rock, Texas; (Round Rock HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785353
LSU,FBALL,2010-2011,86,Kadron Boone,Kadron,Boone,WR,6/1/00,202,Fr.,HS,"Ocala, Fla.; (Trinity Catholic HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879974
LSU,FBALL,2010-2011,87,Chancey Aghayere,Chancey,Aghayere,DE,6/4/13,268,So.,1L,"Garland, Texas; (Garland HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382537
LSU,FBALL,2010-2011,87,Josh Gast,Josh,Gast,TE,6/3/13,211,So.,TR,"Covington, La.; (St. Paul's HS/Millsaps College)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973418
LSU,FBALL,2010-2011,88,Chase Clement,Chase,Clement,TE,6/5/13,261,So.,1L,"Thibodaux, La.; (E.D. White HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382558
LSU,FBALL,2010-2011,89,Lavar Edwards,Lavar,Edwards,DE,6/5/13,265,So.,1L,"Gretna, La.; (Desire Street Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382561
LSU,FBALL,2010-2011,89,Greg Ostrom,Greg,Ostrom,TE,6/4/13,217,Fr.,RS,"Baton Rouge, La.; (Catholic HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973419
LSU,FBALL,2010-2011,90,Michael Brockers,Michael,Brockers,DT,6/6/13,300,Fr.,RS,"Houston, Texas; (Chavez HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660178
LSU,FBALL,2010-2011,91,Chris Davenport,Chris,Davenport,DT,6/4/13,311,Fr.,RS,"Mansfield, La.; (Mansfield HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3659751
LSU,FBALL,2010-2011,92,Drake Nevis,Drake,Nevis,DT,6/2/13,285,Sr.,4L,"Marrero, La.; (John Ehret HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785350
LSU,FBALL,2010-2011,93,Bennie Logan,Bennie,Logan,DT,6/3/13,280,Fr.,RS,"Coushatta, La.; (Red River HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3659753
LSU,FBALL,2010-2011,94,Kendrick Adams,Kendrick,Adams,DE,6/5/13,255,Jr.,JC,"Enterprise, Ala.; (Enterprise HS/Copiah-Lincoln CC)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879580
LSU,FBALL,2010-2011,95,Lazarius Levingston,Lazarius,Levingston,DT,6/4/13,280,Sr.,4L,"Ruston, La.; (Ruston HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233486
LSU,FBALL,2010-2011,97,Dennis Johnson,Dennis,Johnson,DT,6/2/13,287,Jr.,1L,"Amory, Miss.; (Amory HS/Itawamba CC)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1580605
LSU,FBALL,2010-2011,98,Jordan Allen,Jordan,Allen,DE,6/6/13,252,Fr.,HS,"West Monroe, La.; (West Monroe HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879416
LSU,FBALL,2010-2011,99,Sam Montgomery,Sam,Montgomery,DE,6/4/13,245,Fr.,RS,"Greenwood, S.C.; (Greenwood HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660187
LSU,FBALL,2009-2010,1,Brandon LaFell,Brandon,LaFell,WR,6/3/13,206,Sr.,4L,"Houston, Texas; (Lamar HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174062
LSU,FBALL,2009-2010,2,Rueben Randle,Rueben,Randle,WR,6/3/13,201,Fr.,HS,"Bastrop, La.; (Bastrop HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660021
LSU,FBALL,2009-2010,3,Parker Brown,Parker,Brown,PK,6/2/13,194,Fr.,HS,"Orem, Utah; (Timpanogos HS)",0
LSU,FBALL,2009-2010,3,Chad Jones,Chad,Jones,S,6/3/13,231,Jr.,3L,"Baton Rouge, La.; (Southern Lab HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785341
LSU,FBALL,2009-2010,4,Jai Eugene,Jai,Eugene,CB,5/11/13,181,Jr.,2L,"St. Rose, La.; (Destrehan HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233471
LSU,FBALL,2009-2010,4,Tyler Listi,Tyler,Listi,PK,5/6/13,167,Fr.,HS,"Lafayette, La.; (St. Thomas More HS)",0
LSU,FBALL,2009-2010,5,Keiland Williams,Keiland,Williams,RB,6/1/00,221,Sr.,4L,"Lafayette, La.; (Hargrave Military Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233525
LSU,FBALL,2009-2010,6,Tyler Glynn,Tyler,Glynn,DB,5/10/13,168,Fr.,HS,"West Monroe, La.; (West Monroe HS)",0
LSU,FBALL,2009-2010,6,Craig Loston,Craig,Loston,DB,6/2/13,193,Fr.,HS,"Houston, Texas; (Eisenhower HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660130
LSU,FBALL,2009-2010,7,Patrick Peterson,Patrick,Peterson,CB,6/1/13,211,So.,1L,"Pompano Beach, Fla.; (Ely HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382573
LSU,FBALL,2009-2010,8,Trindon Holliday,Trindon,Holliday,RB,5/5/13,161,Sr.,4L,"Zachary, La.; (Northeast HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233482
LSU,FBALL,2009-2010,9,Jordan Jefferson,Jordan,Jefferson,QB,6/5/13,220,So.,1L,"St. Rose, La.; (Destrehan HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382572
LSU,FBALL,2009-2010,10,Russell Shepard,Russell,Shepard,QB,6/1/13,188,Fr.,HS,"Houston, Texas; (Cypress Ridge HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660167
LSU,FBALL,2009-2010,11,Kelvin Sheppard,Kelvin,Sheppard,LB,6/3/13,239,Jr.,2L,"Stone Mountain, Ga.; (Stephenson HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233520
LSU,FBALL,2009-2010,12,Jarrett Lee,Jarrett,Lee,QB,6/2/13,225,So.,1L,"Brenham, Texas; (Brenham HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785346
LSU,FBALL,2009-2010,13,Ron Brooks,Ron,Brooks,S,5/11/13,176,So.,1L,"Irving, Texas; (MacArthur HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785329
LSU,FBALL,2009-2010,13,Jordan Newell,Jordan,Newell,WR,5/9/13,170,Jr.,SQ,"Homer, La.; (Claiborne Academy/Louisiana College)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1456285
LSU,FBALL,2009-2010,14,Chris Garrett,Chris,Garrett,QB,6/4/13,235,Fr.,HS,"Tupelo, Miss.; (Tupelo HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660107
LSU,FBALL,2009-2010,15,Brandon Taylor,Brandon,Taylor,CB,6/1/00,191,So.,1L,"Franklinton, La.; (Franklinton HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382590
LSU,FBALL,2009-2010,16,Jhyryn Taylor,Jhyryn,Taylor,WR,6/1/00,175,Fr.,1L,"Franklinton, La.; (Franklinton HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382591
LSU,FBALL,2009-2010,17,Morris Claiborne,Morris,Claiborne,WR/DB,6/1/00,171,Fr.,HS,"Shreveport, La.; (Fair Park HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660179
LSU,FBALL,2009-2010,17,T.C. McCartney,T.C.,McCartney,QB,6/3/13,226,So.,SQ,"Boulder, Colo.; (Fairview HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1148276
LSU,FBALL,2009-2010,18,Richard Dickson,Richard,Dickson,TE,6/3/13,240,Sr.,4L,"Ocean Springs, Miss.; (Ocean Springs HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233464
LSU,FBALL,2009-2010,19,David Detz,David,Detz,DB,6/1/00,177,Fr.,RS,"Leesville, La.; (Leesville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1580604
LSU,FBALL,2009-2010,19,Deangelo Peterson,Deangelo,Peterson,TE,6/4/13,240,So.,1L,"New Orleans, La.; (Desire Street Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382581
LSU,FBALL,2009-2010,21,Taylor Debusk,Taylor,Debusk,DB,5/11/13,180,Fr.,RS,"Tupelo, Miss.; (Tupelo HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973446
LSU,FBALL,2009-2010,21,Chris Tolliver,Chris,Tolliver,WR,6/1/13,178,Fr.,RS,"Rayville, La.; (Rayville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382595
LSU,FBALL,2009-2010,22,Ryan Baker,Ryan,Baker,LB,6/1/00,221,So.,1L,"Grand Ridge, Fla.; (Blountstown HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382546
LSU,FBALL,2009-2010,23,Stefoin Francois,Stefoin,Francois,S,6/1/13,209,So.,SQ,"Reserve, La.; (East St. John HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785337
LSU,FBALL,2009-2010,24,Harry Coleman,Harry,Coleman,LB,6/2/13,206,Sr.,4L,"Baldwin, La.; (West St. Mary HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174938
LSU,FBALL,2009-2010,24,Patrick Lipoma,Patrick,Lipoma,RB,5/4/13,163,Sr.,SQ,"Prairieville, La.; (Dutchtown HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1456284
LSU,FBALL,2009-2010,25,Dexter Alexander,Dexter,Alexander,DB,5/9/13,174,Fr.,HS,"Baton Rouge, La.; (Christian Life Academy)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973448
LSU,FBALL,2009-2010,25,Drayton Calhoun,Drayton,Calhoun,RB,6/1/00,170,Fr.,HS,"Clarkston, Ga.; (Tucker HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660168
LSU,FBALL,2009-2010,26,Richard Murphy,Richard,Murphy,RB,6/1/13,204,Jr.,2L,"Rayville, La.; (Rayville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233508
LSU,FBALL,2009-2010,28,R.J. Jackson,R.J.,Jackson,WR,6/1/00,202,Sr.,3L,"Houston, Texas; (Westside HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174028
LSU,FBALL,2009-2010,28,Joe Maltempi,Joe,Maltempi,DB,5/8/13,173,Sr.,SQ,"Chester, Va.; (Thomas Dale HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=882505
LSU,FBALL,2009-2010,29,Chris Hawkins,Chris,Hawkins,CB,6/1/13,182,Sr.,4L,"Walker, La.; (Walker HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174057
LSU,FBALL,2009-2010,29,Jarred Joseph,Jarred,Joseph,WR,6/2/13,209,Fr.,RS,"New Orleans, La.; (Brother Martin HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1580607
LSU,FBALL,2009-2010,30,Trent Hebert,Trent,Hebert,PK,5/9/13,190,So.,SQ,"Cecilia, La.; (Cecilia HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1208560
LSU,FBALL,2009-2010,30,Josh Jasper,Josh,Jasper,PK/P,5/11/13,160,Jr.,2L,"Memphis, Tenn.; (Ridgeway HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785340
LSU,FBALL,2009-2010,31,John Williams,John,Williams,WR,5/11/13,185,So.,1L,"Breaux Bridge, La.; (Breaux Bridge HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785356
LSU,FBALL,2009-2010,32,Charles Scott,Charles,Scott,RB,6/1/00,234,Sr.,4L,"Saline, La.; (Jonesboro-Hodge HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=233518
LSU,FBALL,2009-2010,33,Dominique Allen,Dominique,Allen,FB,5/11/13,255,Fr.,HS,"Paris, Tenn.; (Henry County HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660177
LSU,FBALL,2009-2010,33,DJ Howard,DJ,Howard,P,6/3/13,192,Fr.,HS,"Baton Rouge, La.; (West Feliciana HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204781873
LSU,FBALL,2009-2010,34,Stevan Ridley,Stevan,Ridley,FB,6/1/00,226,So.,1L,"Natchez, Miss.; (Trinity Episcopal HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785352
LSU,FBALL,2009-2010,35,Ryan St. Julien,Ryan,St. Julien,DB,6/1/13,180,Fr.,RS,"St. Martinville, La.; (Catholic-New Iberia HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382588
LSU,FBALL,2009-2010,35,James Stampley,James,Stampley,FB,5/10/13,240,So.,HS,"Baker, La.; (Baker HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204860581
LSU,FBALL,2009-2010,36,Derrick Bryant,Derrick,Bryant,DB,5/11/13,195,So.,SQ,"Lawrenceville, Ga.; (Peachtree Ridge HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382553
LSU,FBALL,2009-2010,37,Karnell Hatcher,Karnell,Hatcher,DB,6/2/13,207,So.,1L,"Delray Beach, Fla.; (Atlantic Community HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382567
LSU,FBALL,2009-2010,38,Drew Alleman,Drew,Alleman,PK/P,5/11/13,185,Fr.,RS,"Lafayette, La.; (Acadiana HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1456279
