Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
James Barnett,Golden State Warriors,"$105,000 ",1973-1974,,,,,
Richard Barry,Golden State Warriors,"$237,500 ",1973-1974,,,,,
Alfred Beard,Golden State Warriors,"$75,500 ",1973-1974,,,,,
Charles Johnson,Golden State Warriors,"$45,000 ",1973-1974,,,,,
George Thomas Johnson,Golden State Warriors,"$76,000 ",1973-1974,,,,,
Cazzie Russell,Golden State Warriors,"$300,000 ",1973-1974,,,,,
Zaid Abdul-Aziz,Houston Rockets,"$150,000 ",1973-1974,,,,,
E.C. Coleman,Houston Rockets,"$37,500 ",1973-1974,,,,,
Jack Marin,Houston Rockets,"$150,000 ",1973-1974,,,,,
Calvin Murphy,Houston Rockets,"$135,000 ",1973-1974,,,,,
Rudy Tomjanovich,Houston Rockets,"$100,000 ",1973-1974,,,,,
John Block,Kansas City-Omaha Kings,"$92,500 ",1973-1974,,,,,
Donald Kojis,Kansas City-Omaha Kings,"$75,000 ",1973-1974,,,,,
Samuel Lacey,Kansas City-Omaha Kings,"$140,000 ",1973-1974,,,,,
Larry McNeill,Kansas City-Omaha Kings,"$40,000 ",1973-1974,,,,,
James Walker,Kansas City-Omaha Kings,"$150,000 ",1973-1974,,,,,
William Bridges,Los Angeles Lakers,"$75,000 ",1973-1974,,,,,
Mel counts,Los Angeles Lakers,"$105,000 ",1973-1974,,,,,
Gail Goodrich,Los Angeles Lakers,"$180,000 ",1973-1974,,,,,
Harold Hairston,Los Angeles Lakers,"$130,000 ",1973-1974,,,,,
Nathaniel Gawthorne,Los Angeles Lakers,"$27,000 ",1973-1974,,,,,
Jim Price,Los Angeles Lakers,"$60,000 ",1973-1974,,,,,
Pat Riley,Los Angeles Lakers,"$62,000 ",1973-1974,,,,,
Kermit Washington,Los Angeles Lakers,"$120,000 ",1973-1974,,,,,
Kareem Abdul-Jabar,Milwaukee Bucks,"$400,000 ",1973-1974,,,,,
Lucius Allen,Milwaukee Bucks,"$94,459 ",1973-1974,,,,,
Richard Cunningham,Milwaukee Bucks,"$46,000 ",1973-1974,,,,,
Robert Dandridge,Milwaukee Bucks,"$110,000 ",1973-1974,,,,,
John McGlockin,Milwaukee Bucks,"$80,000 ",1973-1974,,,,,
Cornell Warner,Milwaukee Bucks,"$65,000 ",1973-1974,,,,,
Ron Williams,Milwaukee Bucks,"$67,500 ",1973-1974,,,,,
Henry Bibby,New York Knicks,"$50,000 ",1973-1974,,,,,
William Bradley,New York Knicks,"$350,000 ",1973-1974,,,,,
Mel Davis,New York Knicks,"$125,000 ",1973-1974,,,,,
Walter Frazier,New York Knicks,"$300,000 ",1973-1974,,,,,
John Gianelli,New York Knicks,"$83,333 ",1973-1974,,,,,
Phillip Jackson,New York Knicks,"$110,000 ",1973-1974,,,,,
Jerry Lucas,New York Knicks,"$40,000 ",1973-1974,,,,,
Dean Meminger,New York Knicks,"$85,000 ",1973-1974,,,,,
Willis Reed,New York Knicks,"$300,000 ",1973-1974,,,,,
Tom Riker,New York Knicks,"$110,000 ",1973-1974,,,,,
Harthorne Wingo,New York Knicks,"$51,000 ",1973-1974,,,,,
Fred Boyd,Philadelphia 76ers,"$80,000 ",1973-1974,,,,,
Allan Bristow,Philadelphia 76ers,"$85,000 ",1973-1974,,,,,
Leroy Ellis,Philadelphia 76ers,"$80,000 ",1973-1974,,,,,
Donald May,Philadelphia 76ers,"$40,000 ",1973-1974,,,,,
Steven Mix,Philadelphia 76ers,"$45,000 ",1973-1974,,,,,
Corky Calhoun,Phoenix Suns,"$100,000 ",1973-1974,,,,,
Lamar Green,Phoenix Suns,"$36,000 ",1973-1974,,,,,
Ollie Johnson,Portland Trail Blazers,"$47,500 ",1973-1974,,,,,
Lloy Neal,Portland Trail Blazers,"$55,000 ",1973-1974,,,,,
Larry Steele,Portland Trail Blazers,"$60,000 ",1973-1974,,,,,
James Fox,Seattle Supersonics,"$80,000 ",1973-1974,,,,,
richard Gibbs,Seattle Supersonics,"$65,000 ",1973-1974,,,,,
Spencer Haywood,Seattle Supersonics,"$152,000 ",1973-1974,,,,,
Richard Snyder,Seattle Supersonics,"$90,000 ",1973-1974,,,,,
Don Watts,Seattle Supersonics,"$50,000 ",1973-1974,,,,,
Elvin Hayes,Capital Bullets,"$100,000 ",1973-1974,,,,,
tom Kozelko,Capital Bullets,"$35,000 ",1973-1974,,,,,
Louie Nelson,Capital Bullets,"$60,000 ",1973-1974,,,,,
Kevin Porter,Capital Bullets,"$45,000 ",1973-1974,,,,,
Michael Riordan,Capital Bullets,"$100,000 ",1973-1974,,,,,
Nick Weatherspoon,Capital Bullets,"$100,000 ",1973-1974,,,,,
Walter Wesley,Capital Bullets,"$45,954 ",1973-1974,,,,,
Dave Cowens,Boston Celtics,"$161,000 ",1974-1975,,,,,
Henry Finkel,Boston Celtics,"$61,000 ",1974-1975,,,,,
John Havlicek,Boston Celtics,"$250,000 ",1974-1975,,,,,
Steve Kuberski,Boston Celtics,"$75,000 ",1974-1975,,,,,
Donald Nelson,Boston Celtics,"$75,000 ",1974-1975,,,,,
Joseph White,Boston Celtics,"$125,000 ",1974-1975,,,,,
Robert Kauffman,Buffalo Braves,"$90,000 ",1974-1975,,,,,
Jim McMillan,Buffalo Braves,"$165,000 ",1974-1975,,,,,
Leroy Winfield,Buffalo Braves,"$60,000 ",1974-1975,,,,,
Rick Adelman,Chicago Bulls,"$65,000 ",1974-1975,,,,,
Rowland Garrett,Chicago Bulls,"$45,000 ",1974-1975,,,,,
Robert Love,Chicago Bulls,"$75,000 ",1974-1975,,,,,
Chester Walker,Chicago Bulls,"$165,000 ",1974-1975,,,,,
Robert Weiss,Chicago Bulls,"$85,000 ",1974-1975,,,,,
Barry Clemens,Cleveland Cavaliers,"$50,000 ",1974-1975,,,,,
Steve Patterson,Cleveland Cavaliers,"$75,000 ",1974-1975,,,,,
Bobby Rule,Cleveland Cavaliers,"$95,000 ",1974-1975,,,,,
Leonard Wilkens,Cleveland Cavaliers,"$100,000 ",1974-1975,,,,,
Don Adams,Detroit Pistons,"$90,000 ",1974-1975,,,,,
Chris Ford,Detroit Pistons,"$80,000 ",1974-1975,,,,,
Stuart Lantz,Detroit Pistons,"$100,000 ",1974-1975,,,,,
Willie Norwood,Detroit Pistons,"$65,000 ",1974-1975,,,,,
Curtis Rowe,Detroit Pistons,"$110,000 ",1974-1975,,,,,
James Barnett,Golden State Warriors,"$105,000 ",1974-1975,,,,,
Richard Barry,Golden State Warriors,"$237,500 ",1974-1975,,,,,
Alfred Beard,Golden State Warriors,"$75,500 ",1974-1975,,,,,
Charles Johnson,Golden State Warriors,"$45,000 ",1974-1975,,,,,
George Thomas Johnson,Golden State Warriors,"$76,000 ",1974-1975,,,,,
Cazzie Russell,Golden State Warriors,"$300,000 ",1974-1975,,,,,
Zaid Abdul-Aziz,Houston Rockets,"$150,000 ",1974-1975,,,,,
E.C. Coleman,Houston Rockets,"$37,500 ",1974-1975,,,,,
Jack Marin,Houston Rockets,"$150,000 ",1974-1975,,,,,
Calvin Murphy,Houston Rockets,"$135,000 ",1974-1975,,,,,
Rudy Tomjanovich,Houston Rockets,"$100,000 ",1974-1975,,,,,
John Block,Kansas City-Omaha Kings,"$92,500 ",1974-1975,,,,,
Donald Kojis,Kansas City-Omaha Kings,"$75,000 ",1974-1975,,,,,
Samuel Lacey,Kansas City-Omaha Kings,"$140,000 ",1974-1975,,,,,
Larry McNeill,Kansas City-Omaha Kings,"$40,000 ",1974-1975,,,,,
James Walker,Kansas City-Omaha Kings,"$150,000 ",1974-1975,,,,,
William Bridges,Los Angeles Lakers,"$75,000 ",1974-1975,,,,,
Mel counts,Los Angeles Lakers,"$105,000 ",1974-1975,,,,,
Gail Goodrich,Los Angeles Lakers,"$180,000 ",1974-1975,,,,,
Harold Hairston,Los Angeles Lakers,"$130,000 ",1974-1975,,,,,
Nathaniel Gawthorne,Los Angeles Lakers,"$27,000 ",1974-1975,,,,,
Jim Price,Los Angeles Lakers,"$60,000 ",1974-1975,,,,,
Pat Riley,Los Angeles Lakers,"$62,000 ",1974-1975,,,,,
Kermit Washington,Los Angeles Lakers,"$120,000 ",1974-1975,,,,,
Kareem Abdul-Jabar,Milwaukee Bucks,"$400,000 ",1974-1975,,,,,
Lucius Allen,Milwaukee Bucks,"$94,459 ",1974-1975,,,,,
Richard Cunningham,Milwaukee Bucks,"$46,000 ",1974-1975,,,,,
Robert Dandridge,Milwaukee Bucks,"$110,000 ",1974-1975,,,,,
John McGlockin,Milwaukee Bucks,"$80,000 ",1974-1975,,,,,
Cornell Warner,Milwaukee Bucks,"$65,000 ",1974-1975,,,,,
Ron Williams,Milwaukee Bucks,"$67,500 ",1974-1975,,,,,
Henry Bibby,New York Knicks,"$50,000 ",1974-1975,,,,,
William Bradley,New York Knicks,"$350,000 ",1974-1975,,,,,
Mel Davis,New York Knicks,"$125,000 ",1974-1975,,,,,
Walter Frazier,New York Knicks,"$300,000 ",1974-1975,,,,,
John Gianelli,New York Knicks,"$83,333 ",1974-1975,,,,,
Phillip Jackson,New York Knicks,"$110,000 ",1974-1975,,,,,
Jerry Lucas,New York Knicks,"$40,000 ",1974-1975,,,,,
Dean Meminger,New York Knicks,"$85,000 ",1974-1975,,,,,
Willis Reed,New York Knicks,"$300,000 ",1974-1975,,,,,
Tom Riker,New York Knicks,"$110,000 ",1974-1975,,,,,
Harthorne Wingo,New York Knicks,"$51,000 ",1974-1975,,,,,
Fred Boyd,Philadelphia 76ers,"$80,000 ",1974-1975,,,,,
Allan Bristow,Philadelphia 76ers,"$85,000 ",1974-1975,,,,,
Leroy Ellis,Philadelphia 76ers,"$80,000 ",1974-1975,,,,,
Donald May,Philadelphia 76ers,"$40,000 ",1974-1975,,,,,
Steven Mix,Philadelphia 76ers,"$45,000 ",1974-1975,,,,,
Corky Calhoun,Phoenix Suns,"$100,000 ",1974-1975,,,,,
Lamar Green,Phoenix Suns,"$36,000 ",1974-1975,,,,,
Ollie Johnson,Portland Trail Blazers,"$47,500 ",1974-1975,,,,,
Lloy Neal,Portland Trail Blazers,"$55,000 ",1974-1975,,,,,
Larry Steele,Portland Trail Blazers,"$60,000 ",1974-1975,,,,,
James Fox,Seattle Supersonics,"$80,000 ",1974-1975,,,,,
richard Gibbs,Seattle Supersonics,"$65,000 ",1974-1975,,,,,
Spencer Haywood,Seattle Supersonics,"$152,000 ",1974-1975,,,,,
Richard Snyder,Seattle Supersonics,"$90,000 ",1974-1975,,,,,
Don Watts,Seattle Supersonics,"$50,000 ",1974-1975,,,,,
Elvin Hayes,Capital Bullets,"$100,000 ",1974-1975,,,,,
tom Kozelko,Capital Bullets,"$35,000 ",1974-1975,,,,,
Louie Nelson,Capital Bullets,"$60,000 ",1974-1975,,,,,
Kevin Porter,Capital Bullets,"$45,000 ",1974-1975,,,,,
Michael Riordan,Capital Bullets,"$100,000 ",1974-1975,,,,,
Nick Weatherspoon,Capital Bullets,"$100,000 ",1974-1975,,,,,
Walter Wesley,Capital Bullets,"$45,954 ",1974-1975,,,,,
Moses Malone,Houston Rockets,"$1,000,000 ",1978-1979,,,,,
David Thompson,Denver Nuggets,"$750,000 ",1978-1979,,,,,
Kareem Abdul-Jabbar,Los Angeles Lakers,"$650,000 ",1978-1979,,,,,
Peter Maravich,New Orleans Jazz,"$600,000 ",1978-1979,,,,,
Marvin Webster,New York Knicks,"$600,000 ",1978-1979,,,,,
Julius Erving,Philadelphia 76ers,"$580,000 ",1978-1979,,,,,
Bob McAdoo,New York Knicks,"$525,000 ",1978-1979,,,,,
George McGinnis,Denver Nuggets,"$500,000 ",1978-1979,,,,,
robert Lanier,Detroit Pistons,"$500,000 ",1978-1979,,,,,
Dennis Johnson,Seattle Supersonics,"$450,000 ",1978-1979,,,,,
Tiny Archibald,Boston Celtics,"$400,000 ",1978-1979,,,,,
Walt Fraizer,Cleveland Cavaliers,"$400,000 ",1978-1979,,,,,
JoJo White,Golden State Warriors,"$400,000 ",1978-1979,,,,,
Bernard King,New Jersey Nets,"$400,000 ",1978-1979,,,,,
M.L. Carr,Detroit Pistons,"$350,000 ",1978-1979,,,,,
Elvin Hayes,Washington Bullets,"$350,000 ",1978-1979,,,,,
Westley Unseld,Washington Bullets,"$300,000 ",1978-1979,,,,,
Campy Russel,Cleveland Cavaliers,"$250,000 ",1978-1979,,,,,
Earl Monroe,New York Knicks,"$250,000 ",1978-1979,,,,,
Bob Gross,Portland Trail Blazers,"$250,000 ",1978-1979,,,,,
Larry Kenon,San Antonio Spurs,"$250,000 ",1978-1979,,,,,
Lonnie Shelton,Seattle Supersonics,"$250,000 ",1978-1979,,,,,
Paul Silas,Seattle Supersonics,"$250,000 ",1978-1979,,,,,
Robert Dandridge,Washington Bullets,"$250,000 ",1978-1979,,,,,
Brain Taylor,San Diego Clippers,"$235,000 ",1978-1979,,,,,
Adrian Dantley,Los Angeles Lakers,"$220,000 ",1978-1979,,,,,
John Lucas,Golden State Warriors,"$214,000 ",1978-1979,,,,,
Phil Ford,Kansas City Kings,"$200,000 ",1978-1979,,,,,
Marques Johnson,Milwaukee Bucks,"$200,000 ",1978-1979,,,,,
Tom Henderson,Washington Bullets,"$200,000 ",1978-1979,,,,,
John Williamson,New Jersey Nets,"$185,000 ",1978-1979,,,,,
Jan Van Breda Kolff,New Jersey Nets,"$175,000 ",1978-1979,,,,,
James McElroy,New Orleans Jazz,"$175,000 ",1978-1979,,,,,
John Johnson,Seattle Supersonics,"$175,000 ",1978-1979,,,,,
Austin Carr,Cleveland Cavaliers,"$160,000 ",1978-1979,,,,,
Thomas Ray Williams,New York Knicks,"$150,000 ",1978-1979,,,,,
Lloyd Free,San Diego Clippers,"$115,000 ",1978-1979,,,,,
Dave Twardzik,Portland Trail Blazers,"$90,000 ",1978-1979,,,,,
Norm Nixon,Los Angeles Lakers,"$70,000 ",1978-1979,,,,,
Eric Money,New Jersey Nets,"$40,000 ",1978-1979,,,,,
Stan Pietkiewicz,San Diego Clippers,"$40,000 ",1978-1979,,,,,
Moses Malone,Houston Rockets,"$1,000,000 ",1979-1980,,,,,
David Thompson,Denver Nuggets,"$750,000 ",1979-1980,,,,,
Larry Bird,Boston Celtics,"$650,000 ",1979-1980,,,,,
Marvin Webster,New York Knicks,"$600,000 ",1979-1980,,,,,
George Gervin,San Antonio Spurs,"$600,000 ",1979-1980,,,,,
Julius Erving,Philadelphia 76ers,"$580,000 ",1979-1980,,,,,
Bob McAdoo,Detroit Pistons,"$525,000 ",1979-1980,,,,,
George McGinnis,Denver Nuggets,"$500,000 ",1979-1980,,,,,
Robert Lanier,Detroit Pistons,"$500,000 ",1979-1980,,,,,
Magic Johnson,Los Angeles Lakers,"$500,000 ",1979-1980,,,,,
Norm Nixon,Los Angeles Lakers,"$500,000 ",1979-1980,,,,,
Gus Williams,Seattle Supersonics,"$480,000 ",1979-1980,,,,,
Dennis Johnson,Seattle Supersonics,"$450,000 ",1979-1980,,,,,
Larry Kenon,San Antonio Spurs,"$400,000 ",1979-1980,,,,,
Bernerd King,Utah Jazz,"$400,000 ",1979-1980,,,,,
M.L. Carr,Boston Celtics,"$350,000 ",1979-1980,,,,,
James Chones,Los Angeles Lakers,"$350,000 ",1979-1980,,,,,
Dave Robisch,Cleveland Cavaliers,"$345,000 ",1979-1980,,,,,
Bill Cartwright,New York Knicks,"$300,000 ",1979-1980,,,,,
Mark Olberding,San Antonio Spurs,"$300,000 ",1979-1980,,,,,
Brian Taylor,San Diego Clippers,"$300,000 ",1979-1980,,,,,
Toby Knight,New York Knicks,"$260,000 ",1979-1980,,,,,
Campy Russel,Cleveland Cavaliers,"$250,000 ",1979-1980,,,,,
Lonnie Shelton,Seattle Supersonics,"$250,000 ",1979-1980,,,,,
Phil Ford,Kansas City Kings,"$230,000 ",1979-1980,,,,,
Scott Wedman,Kansas City Kings,"$225,000 ",1979-1980,,,,,
Adrian Dantley,Utah Jazz,"$220,000 ",1979-1980,,,,,
John Lucas,Golden State Warriors,"$214,000 ",1979-1980,,,,,
Ricky Sobers,Chicago Bulls,"$200,000 ",1979-1980,,,,,
James McElroy,Detroit Pistons,"$200,000 ",1979-1980,,,,,
John Shumate,Detroit Pistons,"$200,000 ",1979-1980,,,,,
Calvin Murphy,Houston Rockets,"$200,000 ",1979-1980,,,,,
Marques Johnson,Milwaukee Bucks,"$200,000 ",1979-1980,,,,,
James Silas,San Antonio Spurs,"$200,000 ",1979-1980,,,,,
Jan Van Breda Kolff,New Jersey Nets,"$175,000 ",1979-1980,,,,,
Swen Nater,San Diego Clippers,"$175,000 ",1979-1980,,,,,
Otis Birdsong,Kansas City Kings,"$165,000 ",1979-1980,,,,,
Austin Carr,Cleveland Cavaliers,"$160,000 ",1979-1980,,,,,
Tiny Archibald,Boston Celtics,"$150,000 ",1979-1980,,,,,
Larry Demic,New York Knicks,"$150,000 ",1979-1980,,,,,
Thomas Ray Williams,New York Knicks,"$150,000 ",1979-1980,,,,,
Garfield Heard,Phoenix Suns,"$150,000 ",1979-1980,,,,,
Jack Sikma,Seattle Supersonics,"$150,000 ",1979-1980,,,,,
Mitchell Kupchak,Washington Bullets,"$130,000 ",1979-1980,,,,,
Reggie King,Kansas City Kings,"$125,000 ",1979-1980,,,,,
Eddie Johnson,Atlanta Hawks,"$100,000 ",1979-1980,,,,,
Reggie Theus,Chicago Bulls,"$100,000 ",1979-1980,,,,,
Mike Mitchel,Cleveland Cavaliers,"$100,000 ",1979-1980,,,,,
Terry Tyler,Detroit Pistons,"$100,000 ",1979-1980,,,,,
Roy Hamilton,Detroit Pistons,"$95,000 ",1979-1980,,,,,
Henry Bibby,Philadelphia 76ers,"$70,000 ",1979-1980,,,,,
Armond Hill,Atlanta Hawks,"$250,000 ",1980-1981,,,,,
James McElroy,Atlanta Hawks,"$200,000 ",1980-1981,,,,,
Larry Bird,Boston Celtics,"$650,000 ",1980-1981,,,,,
M.L. Carr,Boston Celtics,"$350,000 ",1980-1981,,,,,
Robert Parish,Boston Celtics,"$600,000 ",1980-1981,,,,,
Dwight Jones,Chicago Bulls,"$200,000 ",1980-1981,,,,,
Larry Kenon,Chicago Bulls,"$400,000 ",1980-1981,,,,,
Ricky Sobers,Chicago Bulls,"$200,000 ",1980-1981,,,,,
Reggie Theus,Chicago Bulls,"$250,000 ",1980-1981,,,,,
Bobby Wilderson,Chicago Bulls,"$400,000 ",1980-1981,,,,,
Mike Mitchel,Cleveland Cavaliers,"$100,000 ",1980-1981,,,,,
Alex English,Denver Nuggets,"$700,000 ",1980-1981,,,,,
Dan Issel,Denver Nuggets,"$400,000 ",1980-1981,,,,,
David Thompson,Denver Nuggets,"$800,000 ",1980-1981,,,,,
Larry Drew,Detroit Pistons,"$300,000 ",1980-1981,,,,,
John Long,Detroit Pistons,"$65,000 ",1980-1981,,,,,
Bob McAdoo,Detroit Pistons,"$525,000 ",1980-1981,,,,,
Terry Tyler,Detroit Pistons,"$100,000 ",1980-1981,,,,,
Larry Writht,Detroit Pistons,"$125,000 ",1980-1981,,,,,
John Lucas,Golden State Warriors,"$214,000 ",1980-1981,,,,,
Moses Malone,Houston Rockets,"$1,050,000 ",1980-1981,,,,,
Calvin Murphy,Houston Rockets,"$250,000 ",1980-1981,,,,,
James Edwards,Indiana Pacers,"$700,000 ",1980-1981,,,,,
George McGinnis,Indiana Pacers,"$500,000 ",1980-1981,,,,,
Otis Birdsong,Kansas City Kings,"$1,000,000 ",1980-1981,,,,,
Phil Ford,Kansas City Kings,"$240,000 ",1980-1981,,,,,
Reggie King,Kansas City Kings,"$125,000 ",1980-1981,,,,,
Scott Wedman,Kansas City Kings,"$800,000 ",1980-1981,,,,,
Kareem Abdul-Jabbar,Los Angeles Lakers,"$1,000,000 ",1980-1981,,,,,
Magic Johnson,Los Angeles Lakers,"$500,000 ",1980-1981,,,,,
Marques Johnson,Milwaukee Bucks,"$200,000 ",1980-1981,,,,,
Mike Newlin,New Jersey Nets,"$350,000 ",1980-1981,,,,,
Jan Van Breda Kolff,New Jersey Nets,"$175,000 ",1980-1981,,,,,
Bill Cartwright,New York Knicks,"$300,000 ",1980-1981,,,,,
Larry Demic,New York Knicks,"$150,000 ",1980-1981,,,,,
Mike Glenn,New York Knicks,"$200,000 ",1980-1981,,,,,
Michael Ray Richardson,New York Knicks,"$205,000 ",1980-1981,,,,,
Campy Russel,New York Knicks,"$250,000 ",1980-1981,,,,,
Marvin Webster,New York Knicks,"$600,000 ",1980-1981,,,,,
Thomas Ray Williams,New York Knicks,"$250,000 ",1980-1981,,,,,
Michael Woodson,New York Knicks,"$125,000 ",1980-1981,,,,,
Julius Erving,Philadelphia 76ers,"$580,000 ",1980-1981,,,,,
Walter Davis,Phoenix Suns,"$530,000 ",1980-1981,,,,,
Dennis Johnson,Phoenix Suns,"$450,000 ",1980-1981,,,,,
Bob Gross,Portland Trail Blazers,"$300,000 ",1980-1981,,,,,
Mark Olberding,San Antonio Spurs,"$300,000 ",1980-1981,,,,,
James Silas,San Antonio Spurs,"$300,000 ",1980-1981,,,,,
Michael Brooks,San Diego Clippers,"$200,000 ",1980-1981,,,,,
Swen Nater,San Diego Clippers,"$175,000 ",1980-1981,,,,,
Brain Taylor,San Diego Clippers,"$430,000 ",1980-1981,,,,,
Jerome Whitehead,San Diego Clippers,"$150,000 ",1980-1981,,,,,
Lonnie Shelton,Seattle Supersonics,"$250,000 ",1980-1981,,,,,
Paul Westphal,Seattle Supersonics,"$450,000 ",1980-1981,,,,,
Mitchell Kupchak,Washington Bullets,"$800,000 ",1980-1981,,,,,
Rivers Glenn,Atlanta Hawks,"$105,000 ",1982-1983,,,,,
Hastings Scott,Atlanta Hawks,"$160,000 ",1982-1983,,,,,
Brown Rickey,Atlanta Hawks,"$160,000 ",1982-1983,,,,,
Wittman Randy,Atlanta Hawks,"$170,000 ",1982-1983,,,,,
Levingston Cliff,Atlanta Hawks,"$200,000 ",1982-1983,,,,,
Glenn Mike,Atlanta Hawks,"$225,000 ",1982-1983,,,,,
Carr Antoine,Atlanta Hawks,"$250,000 ",1982-1983,,,,,
Willis Kevin,Atlanta Hawks,"$250,000 ",1982-1983,,,,,
Williams Sly,Atlanta Hawks,"$450,000 ",1982-1983,,,,,
Wilkins Dominique,Atlanta Hawks,"$460,000 ",1982-1983,,,,,
Johnson Eddie,Atlanta Hawks,"$491,000 ",1982-1983,,,,,
Rollins Tree,Atlanta Hawks,"$678,000 ",1982-1983,,,,,
Clarck Carlos,Boston Celtics,"$65,000 ",1982-1983,,,,,
Carlisle Rick,Boston Celtics,"$65,000 ",1982-1983,,,,,
Kite Greg,Boston Celtics,"$120,000 ",1982-1983,,,,,
Carr M.L.,Boston Celtics,"$175,000 ",1982-1983,,,,,
Buckner Quinn,Boston Celtics,"$239,000 ",1982-1983,,,,,
Wedman Scott,Boston Celtics,"$400,000 ",1982-1983,,,,,
Ainge Danny,Boston Celtics,"$400,000 ",1982-1983,,,,,
Johnson Dennis,Boston Celtics,"$405,000 ",1982-1983,,,,,
Parish Robert,Boston Celtics,"$700,000 ",1982-1983,,,,,
Maxwell Cederic,Boston Celtics,"$830,000 ",1982-1983,,,,,
McHale Kevin,Boston Celtics,"$1,000,000 ",1982-1983,,,,,
Bird Larry,Boston Celtics,"$1,800,000 ",1982-1983,,,,,
Matthews Wes,Chicago Bulls,"$65,000 ",1982-1983,,,,,
Oldham Jawaan,Chicago Bulls,"$125,000 ",1982-1983,,,,,
Higgins Rod,Chicago Bulls,"$160,000 ",1982-1983,,,,,
Whatley Ennis,Chicago Bulls,"$200,000 ",1982-1983,,,,,
Dailey Quintin,Chicago Bulls,"$250,000 ",1982-1983,,,,,
Green Sidney,Chicago Bulls,"$275,000 ",1982-1983,,,,,
Woolridge Orlando,Chicago Bulls,"$300,000 ",1982-1983,,,,,
Johnson Steeve,Chicago Bulls,"$369,000 ",1982-1983,,,,,
Jones Caldwell,Chicago Bulls,"$500,000 ",1982-1983,,,,,
Greenwood David,Chicago Bulls,"$550,000 ",1982-1983,,,,,
Jordan Michael,Chicago Bulls,"$550,000 ",1982-1983,,,,,
Corzine Dave,Chicago Bulls,"$660,000 ",1982-1983,,,,,
Williams Kevin,Cleveland Cavaliers,"$65,000 ",1982-1983,,,,,
West Mark,Cleveland Cavaliers,"$80,000 ",1982-1983,,,,,
Thompson Paul,Cleveland Cavaliers,"$90,000 ",1982-1983,,,,,
Anderson Ron,Cleveland Cavaliers,"$100,000 ",1982-1983,,,,,
Hinson Roy,Cleveland Cavaliers,"$150,000 ",1982-1983,,,,,
Hubbard Phil,Cleveland Cavaliers,"$200,000 ",1982-1983,,,,,
Jones Edgar,Cleveland Cavaliers,"$205,000 ",1982-1983,,,,,
Bagley John,Cleveland Cavaliers,"$209,000 ",1982-1983,,,,,
Turpin Mel,Cleveland Cavaliers,"$260,000 ",1982-1983,,,,,
Poquette Ben,Cleveland Cavaliers,"$284,000 ",1982-1983,,,,,
Shelton Lonnie,Cleveland Cavaliers,"$395,000 ",1982-1983,,,,,
Davis Johnny,Cleveland Cavaliers,"$475,000 ",1982-1983,,,,,
Free World,Cleveland Cavaliers,"$675,000 ",1982-1983,,,,,
Sitton Charles,Dallas Mavericks,"$75,000 ",1982-1983,,,,,
Shuby Tom,Dallas Mavericks,"$75,000 ",1982-1983,,,,,
Bryant Wallace,Dallas Mavericks,"$130,000 ",1982-1983,,,,,
Harper Derek,Dallas Mavericks,"$200,000 ",1982-1983,,,,,
Ellis Dale,Dallas Mavericks,"$200,000 ",1982-1983,,,,,
Davis Brad,Dallas Mavericks,"$210,000 ",1982-1983,,,,,
Vincent Jay,Dallas Mavericks,"$250,000 ",1982-1983,,,,,
Nimphius Kurt,Dallas Mavericks,"$250,000 ",1982-1983,,,,,
Blackman Rotando,Dallas Mavericks,"$255,000 ",1982-1983,,,,,
Perkins Sam,Dallas Mavericks,"$500,000 ",1982-1983,,,,,
Aguirre Mark,Dallas Mavericks,"$800,000 ",1982-1983,,,,,
Evans Mike,Denver Nuggets,"$65,000 ",1982-1983,,,,,
White Wille,Denver Nuggets,"$75,000 ",1982-1983,,,,,
Kopicki Jore,Denver Nuggets,"$80,000 ",1982-1983,,,,,
Turner Elston,Denver Nuggets,"$100,000 ",1982-1983,,,,,
Lever Lafayette,Denver Nuggets,"$185,000 ",1982-1983,,,,,
Dunn T.R.,Denver Nuggets,"$200,000 ",1982-1983,,,,,
Hanzlik Bill,Denver Nuggets,"$200,000 ",1982-1983,,,,,
Schayes Dan,Denver Nuggets,"$225,000 ",1982-1983,,,,,
Cooper Wayne,Denver Nuggets,"$280,000 ",1982-1983,,,,,
Issel Dan,Denver Nuggets,"$614,000 ",1982-1983,,,,,
Natt Calvin,Denver Nuggets,"$708,000 ",1982-1983,,,,,
English Alex,Denver Nuggets,"$790,000 ",1982-1983,,,,,
Jones Major,Detroit Pistons,"$65,000 ",1982-1983,,,,,
Steppe Brook,Detroit Pistons,"$100,000 ",1982-1983,,,,,
Campbell Tony,Detroit Pistons,"$110,000 ",1982-1983,,,,,
Cureton Earl,Detroit Pistons,"$200,000 ",1982-1983,,,,,
Tyler Terry,Detroit Pistons,"$225,000 ",1982-1983,,,,,
Benson Kent,Detroit Pistons,"$270,000 ",1982-1983,,,,,
Long John,Detroit Pistons,"$330,000 ",1982-1983,,,,,
Laimbeer Bill,Detroit Pistons,"$600,000 ",1982-1983,,,,,
Johnson Vinnie,Detroit Pistons,"$625,000 ",1982-1983,,,,,
Roundfield Dan,Detroit Pistons,"$674,000 ",1982-1983,,,,,
Tripucka Kelly,Detroit Pistons,"$700,000 ",1982-1983,,,,,
Thomas Isiah,Detroit Pistons,"$750,000 ",1982-1983,,,,,
Burtt Steve,Golden State Warriors,"$70,000 ",1982-1983,,,,,
