Team,Player,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,Signed Using,Total Guaranteed,Notes
New York Knicks,JR Smith,"$2,800,000 ","$2,926,000 ",,,,Non Bird,"$5,726,000 ","Signed 7/11/12 for an assumed $5,726,000 for 2 years"
New York Knicks,Jason Kidd,"$3,090,000 ","$3,090,000 ","$3,090,000 ",,,Mini MLE,"$9,270,000 ","Signed 7/12/12 for an assumed $9,270,000 for 3 years"
New York Knicks,Raymond Felton,"$3,480,453 ","$3,637,073 ","$3,793,693 ","$3,950,313 ",,Cap Space,"$10,911,219 ","2015-16 is a Player Option   /   Signed 7/15/12 for an assumed $14,861,532 for 4 years"
New York Knicks,Steve Novak,"$4,054,054 ","$3,750,000 ","$3,445,946 ","$3,750,000 ",,Early Bird,"$15,000,000 ","Signed 7/12/12 for an assumed $15,000,000 for 4 years"
New York Knicks,Marcus Camby,"$4,590,338 ","$4,383,773 ","$4,177,208 ",,,Bird Rights,"$10,000,000 ","2014-15 is partially guaranteed for $1,025,889   /   Signed 7/11/12 for an assumed $13,151,319 for 3 years"
New York Knicks,Tyson Chandler,"$13,604,188 ","$14,100,538 ","$14,598,888 ",,,Bird Rights,"$42,303,614 ","Signed 12/10/11 for an assumed $55,411,451 for 4 years"
New York Knicks,Amar'e Stoudemire,"$19,948,799 ","$21,679,893 ","$23,410,988 ",,,Bird Rights,"$65,039,680 ","2014-15 is an ETO   /   Signed 7/8/10 for an assumed $99,743,996 for 5 years"
New York Knicks,Carmelo Anthony,"$20,463,024 ","$22,407,474 ","$24,351,924 ",,,Bird Rights,"$67,222,422 ","2014-15 is an ETO   /   Signed extension on 2/22/11 for an assumed $67,222,422 for 3 years that starts in 2012-13"
Oklahama City Thunder,Hollis Thompson,"$473,604 ","$788,872 ","$915,243 ",,,MLE,"$75,000 ","2012-13 is partially guaranteed for $75,000   /   2013-14 and 2014-15 are not guaranteed   /   Signed 7/11/12 for an assumed minimum salary for 3 years"
Oklahama City Thunder,Daniel Orton,"$854,389 ",,,,,Minimum Salary,"$854,389 ",Signed 8/1/12 for an assumed minimum salary for 1 year
Oklahama City Thunder,Perry Jones,"$1,035,960 ","$1,082,520 ","$1,129,200 ","$2,038,206 ",,1st Round Pick,"$2,118,480 ",Signed 7/7/12
Oklahama City Thunder,Lazar Hayward,"$1,174,080 ","$2,119,214 ",,,,1st Round Pick,"$1,174,080 ",Team Option for 2012-13 was picked up on 6/29/11   /   Signed 7/13/10
Oklahama City Thunder,Hasheem Thabeet,"$1,200,000 ","$1,200,000 ","$1,250,000 ",,,MLE,"$1,700,000 ","2013-14 is partially guaranteed for $500,000   /   2014-15 is not guaranteed   /   Signed 7/11/12 for an assumed $3,650,000 for 3 years"
Oklahama City Thunder,Reggie Jackson,"$1,208,400 ","$1,260,360 ","$2,204,370 ",,,1st Round Pick,"$1,208,400 ",Signed 12/10/11
Oklahama City Thunder,Serge Ibaka,"$2,253,062 ",,,,,1st Round Pick,"$2,253,062 ","2012-13 includes $187,755 in likely incentives   /   Team Option for 2012-13 was picked up on 6/28/11   /   Team Option for 2011-12 picked up on 10/25/10   /   Signed 7/11/09"
Oklahama City Thunder,Eric Maynor,"$2,338,721 ",,,,,1st Round Pick,"$2,338,721 ",Team Option for 2012-13 was picked up on 6/28/11   /   Team Option for 2011-12 picked up on 10/25/10   /   Signed 7/1/09
Oklahama City Thunder,Cole Aldrich,"$2,445,480 ","$3,245,152 ",,,,1st Round Pick,"$2,445,480 ",Team Option for 2012-13 was picked up on 6/28/11   /   Signed 8/6/10
Oklahama City Thunder,Nick Collison,"$2,929,332 ","$2,585,668 ","$2,242,003 ",,,Bird Rights,"$7,757,003 ","Signed extension on 11/23/10 for an assumed $11,030,000 for 4 years starting in 2011-12"
Oklahama City Thunder,Daequan Cook,"$3,090,942 ",,,,,Bird Rights,"$3,090,942 ","Signed 12/9/11 for an assumed $6,432,500 for 2 years"
Oklahama City Thunder,Thabo Sefolosha,"$3,600,000 ","$3,900,000 ",,,,Bird Rights,"$7,500,000 ","2012-13 and 2013-14 each have up to $250,000 in unlikely incentives not included here   /   Extension signed on 10/28/09 for an assumed $13,800,000 plus incentives for 4 years that starts in 2010-11 "
Oklahama City Thunder,James Harden,"$5,820,417 ",,,,,1st Round Pick,"$5,820,417 ",Team Option for 2012-13 was picked up on 6/28/11   /   Team Option for 2011-12 picked up on 10/25/10   /   Signed 7/11/09
Oklahama City Thunder,Kendrick Perkins,"$7,800,531 ","$8,477,437 ","$9,154,342 ",,,Bird Rights,"$25,432,310 ","2012-13, 2013-14 and 2014-15 each have up to $250,000 in unlikely incentives not included here   /   Signed extension on 3/1/11 for an assumed $32,555,936 plus incentives for 4 years starting in 2011-12"
Oklahama City Thunder,Russell Westbrook,"$12,922,194 ","$13,891,359 ","$14,860,523 ","$15,829,688 ","$16,798,852 ",Bird Rights,"$74,302,616 ",Signed extension on 1/19/12 for a maximum amount for 5 years starting in 2012-13   /   Contract amounts for extension are at 2011-12 levels and need to be revised when true amounts are known
Oklahama City Thunder,Kevin Durant,"$16,669,629 ","$17,832,627 ","$18,995,624 ","$20,158,622 ",,Bird Rights,"$73,656,502 ","Extension signed on 7/8/10 for an assumed $89,163,134 for 5 years starting in 2011-12"
Orlando Magic,Justin Harper,"$762,195 ",,,,,Minimum Salary,"$762,195 ",Signed 12/9/11 for an assumed minimum salary for 2 years
Orlando Magic,Kyle O'Quinn,"$775,000 ","$788,872 ","$915,243 ",,,MLE,"$775,000 ","2013-14 and 2014-15 are not fully guaranteed   /   Signed 8/8/12 for an assumed $2,479,115 for 3 years"
Orlando Magic,Christian Eyenga,"$1,174,080 ","$2,119,214 ",,,,1st Round Pick,"$1,174,080 ",Team Option for 2012-13 was picked up on 6/29/11   /   Signed 7/23/10
Orlando Magic,Andrew Nicholson,"$1,418,160 ","$1,482,000 ","$1,545,840 ","$2,380,594 ",,1st Round Pick,"$2,900,160 ",Signed 7/3/12
Orlando Magic,Gustavo Ayon,"$1,500,000 ","$1,500,000 ",,,,MLE,,"2012-13 is not guaranteed if waived before 7/25/12   /   Signed 12/23/11 for an assumed $4,567,000 for 3 years"
Orlando Magic,Nikola Vucevic,"$1,719,480 ","$1,793,520 ","$2,751,260 ",,,1st Round Pick,"$1,719,480 ",Signed 12/9/11
Orlando Magic,Maurice Harkless,"$1,731,960 ","$1,809,840 ","$1,887,840 ","$2,894,059 ",,1st Round Pick,"$3,541,800 ",Signed 7/9/12
Orlando Magic,Fran Vasquez,"$1,772,100 ","$1,851,800 ","$1,931,600 ","$2,563,233 ",,,,Under contract with Barcelona in Spain
Orlando Magic,Quentin Richardson,"$2,627,400 ","$2,808,600 ",,,,MLE,"$2,627,400 ","Contract includes a 15% trade kicker   /   2013-14 is a Player Option   /   Signed 7/13/10 for an assumed $10,147,200 for 4 years"
Orlando Magic,Josh McRoberts,"$3,135,000 ",,,,,Mini MLE,"$3,135,000 ","Signed 12/13/11 for an assumed $6,135,000 for 2 years"
Orlando Magic,J.J. Redick,"$6,190,000 ",,,,,Bird Rights,,"2012-13 is not guaranteed if waived before 8/8/12   /   Signed Offer Sheet on 7/10/10 for an assumed $20,190,000 for 3 years"
Orlando Magic,Glen Davis,"$6,400,000 ","$6,400,000 ","$6,600,000 ",,,Bird Rights,"$19,400,000 ","Signed 12/12/11 for an assumed $25,700,000 for 4 years"
Orlando Magic,Al Harrington,"$6,687,400 ","$7,148,600 ","$7,609,800 ",,,MLE ,"$14,066,600 ","Signed 7/15/10 for an assumed $33,437,000 for 5 years   /   2013-14 and 2014-15 are only 50% guaranteed"
Orlando Magic,Arron Afflalo,"$7,750,000 ","$7,750,000 ","$7,750,000 ","$7,937,500 ",,Bird Rights,"$23,687,500 ","2015-16 is a Player Option   /   2012-13, 2013-14, 2014-15 and 2015-16 each include $437,500 in likely incentives   /   Signed 12/19/11 for an assumed $36,750,000 plus incentives for 5 years"
Orlando Magic,Jameer Nelson,"$8,600,000 ","$8,600,000 ","$8,000,000 ",,,Bird Rights,"$21,200,000 ","2014-15 is partially guaranteed   /   Signed 7/16/12 for an assumed $25,200,000 for 3 years"
Orlando Magic,Hidayet Turkoglu,"$11,815,850 ","$12,000,000 ",,,,Bird Rights,"$23,815,850 ","2013-14 is an ETO   /   Contract includes $415,850 in 2012-13 for trade kicker   /   2013-14 is partially guaranteed for $6,000,000   /   Signed 7/9/09 for an assumed $52,800,000 for 5 years"
Philadelphia 76ers,Maalik Wayns,"$473,604 ","$788,872 ",,,,Minimum Salary,,Signed 7/11/12 for an assumed minimum salary for 2 years
Philadelphia 76ers,Arnett Moultrie,"$1,042,320 ","$1,089,240 ","$1,136,160 ","$2,049,633 ",,1st Round Pick,"$2,131,560 ",Signed 7/24/12
Philadelphia 76ers,Royal Ivey,"$1,223,166 ",,,,,Minimum Salary,"$854,389 ",Signed 7/27/12 for an assumed minimum salary for 1 year
Philadelphia 76ers,Jrue Holiday,"$2,674,852 ",,,,,1st Round Pick,"$2,674,852 ",Team Option for 2012-13 picked up on 6/30/11   /   Team Option for 2011-12 picked up on 10/21/10   /   Signed 7/21/09
Philadelphia 76ers,Kwame Brown,"$2,819,044 ","$2,945,901 ",,,,Cap Space,"$2,819,044 ","2013-14 is a Player Option   /   Signed 7/20/12 for an assumed $5,764,945 for 2 years"
Philadelphia 76ers,Lavoy Allen,"$3,000,000 ","$3,000,000 ",,,,Cap Space,"$6,000,000 ","Signed 7/11/12 for an assumed $6,000,000 for 2 years"
Philadelphia 76ers,Dorrell Wright,"$4,106,000 ",,,,,MLE,"$4,106,000 ","Signed 7/13/10 for an assumed $11,469,000 for 3 years"
Philadelphia 76ers,Evan Turner,"$5,293,080 ","$6,679,867 ",,,,1st Round Pick,"$5,293,080 ",Team Option for 2012-13 was picked up on 6/30/11   /   Signed 7/14/10
Philadelphia 76ers,Nick Young,"$5,600,000 ",,,,,Cap Space,"$5,600,000 ","Signed 7/11/12 for an assumed $5,600,000 for 1 year"
Philadelphia 76ers,Jason Richardson,"$5,799,625 ","$6,204,250 ","$6,601,125 ",,,Bird Rights,"$12,003,875 ","2014-15 is a Player Option   /   Signed 12/10/11 for an assumed $24,000,000 for 4 years"
Philadelphia 76ers,Spencer Hawes,"$6,500,000 ","$6,500,000 ",,,,Bird Rights,"$13,000,000 ","Signed 7/12/12 for an assumed $13,000,000 for 2 years"
Philadelphia 76ers,Thaddeus Young,"$8,039,130 ","$8,600,000 ","$9,160,870 ","$9,721,739 ",,Bird Rights,"$35,521,739 ","2015-16 is an ETO   /   Signed 12/9/11 for an assumed $43,000,000 for 5 years"
Philadelphia 76ers,Andrew Bynum ,"$16,889,000 ",,,,,Bird Rights,"$16,889,000 ","Team Option for 2012-13 was picked up on 6/4/12   /   2012-13 includes $789,000 in likely incentives   /   2012-13 has up to $789,000 in unlikely incentives not included here   /   Signed extension on 10/29/08 for an assumed $57,200,000 plus incentives for 4 years starting in 2009-10"
Phoenix Suns,P.J. Tucker,"$762,195 ","$884,293 ",,,,Cap Space,,Signed 7/31/12 for an assumed minimum salary for 2 years
Phoenix Suns,Brad Miller,"$848,000 ",,,,,,"$848,000 ","Waived 7/31/12   /   2012-13 was partially guaranteed for an assumed $848,000   /   Signed 7/21/10 for an assumed $14,256,000 for 3 years"
Phoenix Suns,Sebastian Telfair,"$1,567,500 ",,,,,MLE,"$550,000 ","2012-13 is partially guaranteed for $550,000   /   Signed 12/9/11 for an assumed $3,067,500 for 2 years"
Phoenix Suns,Kendall Marshall,"$1,919,160 ","$2,005,560 ","$2,091,840 ","$2,989,239 ",,1st Round Pick,"$3,924,720 ",Signed 7/15/12
Phoenix Suns,Markieff Morris,"$2,005,560 ","$2,091,840 ","$2,989,239 ",,,1st Round Pick,"$2,005,560 ",Signed 12/11/11
Phoenix Suns,Shannon Brown,"$3,500,000 ","$3,500,000 ",,,,Cap Space,"$3,500,000 ","2013-14 is not fully guaranteed   /   Signed 7/25/12 for an assumed $7,000,000 for 2 years"
Phoenix Suns,Luis Scola,"$4,148,510 ","$4,508,504 ","$4,868,499 ",,,Cap Space,"$13,525,513 ","Claimed off of amnesty waivers on 7/15/12 for an assumed $13,525,513 for 3 years"
Phoenix Suns,Jared Dudley,"$4,250,000 ","$4,250,000 ","$4,250,000 ","$4,250,000 ",,Bird Rights,"$17,000,000 ","Signed extension on 11/1/10 for an assumed $21,250,000 plus incentives for 5 years that begins in 2011-12   /   2012-13, 2013-14 and 2014-15 each have up to $250,000 in unlikely incentives not included here"
Phoenix Suns,Wesley Johnson,"$4,285,560 ","$5,421,233 ",,,,1st Round Pick,"$4,285,560 ",Team Option for 2012-13 was picked up on 6/29/11   /   Signed 7/13/10
Phoenix Suns,Michael Beasley,"$5,750,000 ","$6,000,000 ","$6,250,000 ",,,Cap Space,"$11,750,000 ","2014-15 is not fully guaranteed   /   Signed 7/20/12 for an assumed $18,000,000 for 3 years"
Phoenix Suns,Channing Frye,"$6,000,000 ","$6,400,000 ","$6,800,000 ",,,MLE,"$12,400,000 ","2014-15 is a Player Option   /   Signed 7/8/10 for an assumed $30,000,000 for 6 years"
Phoenix Suns,Marcin Gortat,"$7,258,960 ","$7,727,280 ",,,,Early Bird Rights,"$14,986,240 ","Matched offer sheet that was signed on 7/9/09 for an assumed $33,953,200 for 5 years"
Phoenix Suns,Goran Dragic,"$7,500,000 ","$7,500,000 ","$7,500,000 ","$7,500,000 ",,Cap Space,"$22,500,000 ","2015-16 is a Player Option   /   Signed 7/19/12 for an assumed $30,000,000 for 4 years"
Portland Trail Blazers,Will Barton,"$550,000 ","$788,872 ","$915,243 ",,,Cap Space,"$1,338,872 ","Signed 7/13/12 for an assumed $2,254,115 for 3 years"
Portland Trail Blazers,Ronnie Price,"$1,146,337 ","$1,265,977 ",,,,Minimum Salary,"$2,412,314 ",Signed 7/18/12 for an assumed minimum salary for 2 years
Portland Trail Blazers,Sasha Pavlovic,"$1,229,255 ","$1,399,507 ","$1,448,490 ",,,Early Bird Rights,"$1,229,255 ","Signed 7/20/12 for an assumed $4,077,252 for 3 years"
Portland Trail Blazers,Victor Claver,"$1,300,000 ","$1,330,000 ","$1,370,000 ",,,Cap Space,"$4,000,000 ","Signed 7/11/12 for an assumed $4,000,000 for 3 years"
Portland Trail Blazers,Nolan Smith,"$1,365,720 ","$1,424,520 ","$2,269,260 ",,,1st Round Pick,"$1,365,720 ",Signed 12/9/11
Portland Trail Blazers,Elliot Williams,"$1,442,880 ","$2,373,538 ",,,,1st Round Pick,"$1,442,880 ",Team Option for 2012-13 was picked up on 6/29/11   /   Signed 7/7/10
Portland Trail Blazers,Jared Jeffries,"$1,475,106 ","$1,541,486 ","$1,607,866 ",,,Early Bird,"$1,475,106 ","2013-14 and 2014-15 are not guaranteed   /   Signed 7/15/12 for an assumed $4,624,458 for 3 years"
Portland Trail Blazers,Luke Babbitt,"$1,892,280 ","$2,902,758 ",,,,1st Round Pick,"$1,892,280 ",Team Option for 2012-13 was picked up on 6/29/11   /   Signed 7/6/10
Portland Trail Blazers,Meyers Leonard,"$2,126,520 ","$2,222,160 ","$2,317,920 ","$3,075,880 ",,1st Round Pick,"$4,348,680 ",Signed 7/11/12
Portland Trail Blazers,Shawne Williams,"$2,600,000 ",,,,,,"$2,600,000 ","Agreed to a buyout on 7/6/12  that will pay him an assumed $2,600,000 for 2012-13   /   Player Option for 2012-13 was exercised on 06-29-12   /   Signed 12/15/11 for an assumed $6,135,000 for 2 years"
Portland Trail Blazers,Joel Freeland,"$3,013,512 ","$2,897,976 ","$3,013,512 ",,,Cap Space,"$8,925,000 ","Signed 7/13/12 for an assumed $8.925,000 for 3 years"
Portland Trail Blazers,Damian Lillard,"$3,065,040 ","$3,202,920 ","$3,340,920 ","$4,236,287 ",,1st Round Pick,"$6,267,960 ",Signed 7/11/12
Portland Trail Blazers,J.J. Hickson,"$4,000,000 ",,,,,Bird Rights,"$4,000,000 ","Signed 7/13/12 for an assumed $4,000,000 for 1 year"
Portland Trail Blazers,Wesley Matthews,"$6,505,320 ","$6,875,480 ","$7,245,640 ",,,MLE,"$20,626,440 ","Assumed signing bonus of $5,690,000 counts as $1,138,000 each year of the contract   /   Signed offer sheet on 7/10/10 for an assumed $32,526,600 for 5 years"
Portland Trail Blazers,Nicolas Batum,"$10,825,000 ","$11,295,250 ","$11,765,500 ","$12,235,750 ",,Bird Rights,"$46,121,500 ","Assumed signing bonus of $1,500,000 counts as $375,000 in each year of the contract  /   Signed offer sheet for an assumed $46,121,500 for 4 years that was matched on 7/18/12"
Portland Trail Blazers,LaMarcus Aldridge,"$13,500,000 ","$14,628,000 ","$15,756,000 ",,,Bird Rights,"$43,884,000 ","2012-13, 2013-14 and 2014-15 each include $500,000 in likely incentives   /   2012-13, 2013-14 and 2014-15 each have up to $500,000 in unlikely incentives not included here   /   Extension signed 10/22/09 for an assumed $62,500,000 plus incentives for 5 years starting in 2010-11"
Sacramento Kings,Isaiah Thomas,"$762,195 ","$884,293 ",,,,Cap Space,"$762,195 ",2012-13 is now guaranteed   /   Signed 12/9/11 for an assumed minimum salary for 3 years
Sacramento Kings,Tyler Honeycutt,"$809,875 ","$884,293 ",,,,Cap Space,"$809,875 ","Signed 12/9/11 for an assumed $2,469,168 for 3 years"
Sacramento Kings,Jimmer Fredette,"$2,339,040 ","$2,439,840 ","$3,110,796 ",,,1st Round Pick,"$2,339,040 ",Signed 12/9/11
Sacramento Kings,James Johnson,"$2,812,006 ",,,,,1st Round Pick,"$2,812,006 ",Team Option for 2012-13 picked up on 6/24/11   /   Team Option for 2011-12 picked up on 10/25/10   /   Signed 7/9/09
Sacramento Kings,Travis Outlaw,"$3,000,000 ","$3,000,000 ","$3,000,000 ",,,Cap Space,"$9,000,000 ","Claimed off of amnesty waivers on 12/17/11    /   Winning bid was an assumed $12,000,000 for 4 years"
Sacramento Kings,Aaron Brooks,"$3,250,000 ","$3,396,250 ",,,,Cap Space,"$3,250,000 ","2013-14 is a Player Option   /   Signed 7/19/12 for an assumed $6,646,250 for 2 years"
Sacramento Kings,Thomas Robinson,"$3,374,640 ","$3,526,440 ","$3,678,360 ","$4,660,482 ",,1st Round Pick,"$6,901,080 ",Signed 7/9/12
Sacramento Kings,DeMarcus Cousins,"$3,880,800 ","$4,916,974 ",,,,1st Round Pick,"$3,880,800 ",Team Option for 2012-13 picked up on 6/22/11   /   Signed 7/7/10
Sacramento Kings,Jason Thompson,"$5,250,000 ","$5,643,750 ","$6,037,500 ","$6,431,250 ","$6,825,000 ",Bird Rights,"$26,012,500 ","2016-17 is partially guaranteed for $2,650,000   /   Signed 7/12/12 for an assumed $30,187,500 for 5 years"
Sacramento Kings,Tyreke Evans,"$5,251,825 ",,,,,1st Round Pick,"$5,251,825 ",Team Option for 2012-13 picked up on 6/22/11   /   Team Option for 2011-12 picked up on 10/25/10   /   Signed 7/8/09
Sacramento Kings,Chuck Hayes,"$5,486,250 ","$5,722,500 ","$5,958,750 ",,,Cap Room,"$17,167,500 ","Signed 12/23/11 for an assumed $22,417,500 for 4 years"
Sacramento Kings,Francisco Garcia,"$6,100,000 ","$6,400,000 ",,,,Bird Rights,"$6,100,000 ","Signed extension on 9/25/08 for an assumed $29,600,000 for 5 years starting in 2009-10"
Sacramento Kings,Marcus Thornton,"$7,525,000 ","$8,050,000 ","$8,575,000 ",,,Cap Space,"$24,150,000 ","Signed 12/9/11 for an assumed $31,150,000 for 4 years"
Sacramento Kings,John Salmons,"$8,083,000 ","$7,583,000 ","$7,000,000 ",,,Bird Rights,"$16,666,000 ","2014-15 is partially guaranteed for $1,000,000 if waived before 6/30/14   /   Signed 7/8/10 for an assumed $39,166,000 for 5 years   /   Contract has incentives not included here"
San Antonio Spurs,Derrick Byars,"$762,195 ","$884,293 ",,,,MLE,,Signed 4/24/12 for an assumed minimum salary for the remainder of the season and for 2012-13 and 2013-14
San Antonio Spurs,Gary Neal,"$854,389 ",,,,,MLE,,"2012-13 is not guaranteed   /   Signed 7/22/10 for an assumed $2,229,115 for 3 years"
San Antonio Spurs,DeJuan Blair,"$1,054,000 ",,,,,MLE,,"2012-13 is not guaranteed if waived before 11/1/12, fully guaranteed after that    /   Signed 7/16/09 for an assumed $3,808,000 for 4 years"
San Antonio Spurs,Cory Joseph,"$1,074,720 ","$1,120,920 ","$2,023,261 ",,,1st Round Pick,"$1,074,720 ",Signed 12/16/11
San Antonio Spurs,Patty Mills,"$1,085,120 ","$1,133,950 ",,,,Non Bird Rights,"$1,085,120 ","2013-14 is a Player Option   /   Signed 7/13/12 for an assumed $2,219,070 for 2 years"
San Antonio Spurs,Nando De Colo,"$1,400,000 ","$1,463,000 ",,,,BAE,"$2,863,000 ","Signed 7/12/12 for an assumed $2,863,000 for 2 years"
San Antonio Spurs,Kawhi Leonard,"$1,809,840 ","$1,887,840 ","$2,894,059 ",,,1st Round Pick,"$1,809,840 ",Signed 12/9/11
San Antonio Spurs,Danny Green,"$3,500,000 ","$3,762,500 ","$4,025,000 ",,,Early Bird,"$11,287,500 ","Signed 7/11/12 for an assumed $11,287,500 for 3 years"
San Antonio Spurs,Matt Bonner,"$3,630,000 ","$3,945,000 ",,,,Bird Rights,"$4,630,000 ","2012-13 and 2013-14 each have up to $50,000 in unlikely incentives not included here   /   2013-14 is partially guaranteed if waived before 6/29/13, fully guaranteed after that   /   Signed 7/20/10 for an assumed $13,890,000 plus incentives for 4 years"
San Antonio Spurs,Tiago Splitter,"$3,944,000 ",,,,,MLE,"$3,944,000 ","Signed 7/22/10 for an assumed $11,016,000 for 3 years"
San Antonio Spurs,Boris Diaw,"$4,500,000 ","$4,702,500 ",,,,MLE,"$4,500,000 ","Signed 7/12/12 for an assumed $9,202,500 for 2 years"
San Antonio Spurs,Tim Duncan,"$9,638,554 ","$10,361,446 ","$10,000,000 ",,,Bird Rights,"$20,000,000 ","2014-15 is a Player Option   /   Signed 7/11/12 for an assumed $30,000,000 for 3 years"
San Antonio Spurs,Stephen Jackson,"$10,059,750 ",,,,,Bird Rights,"$10,059,750 ","Signed extension on 11/17/08 for an assumed $27,769,500 for 3 years starting in 2010-11"
San Antonio Spurs,Tony Parker,"$12,500,000 ","$12,500,000 ","$12,500,000 ",,,Bird Rights,"$28,500,000 ","2014-15 is partially guaranteed for an assumed $3,500,000 if he is waived before 6/30/14, fully guaranteed after that   /   Signed extension on 10/30/10 for an assumed $50,000,000 for 4 years that begins in 2011-12"
San Antonio Spurs,Emanuel Ginobili,"$14,107,491 ",,,,,Bird Rights,"$14,107,491 ","Signed extension on 4/9/10 for an assumed $38,943,112 for 3 years starting in 2010-11   /   Contract has a 5% trade kicker"
Toronto Raptors,Quincy Acy,"$665,000 ","$788,872 ","$915,243 ",,,Cap Space,"$1,453,872 ","Signed 7/15/12 for an assumed $2,369,115 for 3 years"
Toronto Raptors,Alan Anderson,"$885,120 ",,,,,Minimum Salary,"$854,389 ",Signed 7/27/12 for an assumed minimum salary for 1 year
Toronto Raptors,John Lucas,"$1,500,000 ","$1,567,500 ",,,,Cap Space,"$1,500,000 ","Signed 7/26/12 for an assumed $3,067,500 for 2 years"
Toronto Raptors,Ed Davis,"$2,207,040 ","$3,153,860 ",,,,1st Round Pick,"$2,207,040 ",Team Option for 2012-13 picked up on 6/24/11   /   Signed 7/6/10
Toronto Raptors,Terrence Ross,"$2,563,320 ","$2,678,640 ","$2,793,960 ","$3,553,917 ",,1st Round Pick,"$5,241,960 ",Signed 7/10/12
Toronto Raptors,Aaron Gray,"$2,575,000 ","$2,690,875 ",,,,Room Exception,"$2,575,000 ","2013-14 is a Player Option   /   Signed 7/27/12 for an assumed $5,265,875 for 2 years"
Toronto Raptors,DeMar DeRozan,"$3,344,250 ",,,,,1st Round Pick,"$3,344,250 ","2012-13 includes $557,375 in likely incentives   /   Team Option for 2012-13 picked up on 6/24/11   /   Team Option for 2011-12 picked up on 9/30/10   /   Signed 7/9/09"
Toronto Raptors,Jonas Valanciunas,"$3,374,640 ","$3,526,440 ","$3,678,360 ","$4,660,482 ",,1st Round Pick,"$6,901,080 ",Signed 7/17/12
Toronto Raptors,Linas Kleiza,"$4,600,000 ","$4,600,000 ",,,,MLE,"$4,600,000 ","2013-14 is a Player Option   /   Signed offer sheet on 7/8/10 for an assumed $18,800,000 for 4 years"
Toronto Raptors,Kyle Lowry,"$5,750,000 ","$6,210,000 ",,,,Bird Rights,"$6,750,000 ","Signed Offer Sheet on 7/14/10 for an assumed $23,460,000 for 4 years which was matched   /   2013-14 is partially guaranteed for $1,000,000 if waived before 7/15/13, fully guaranteed after that"
Toronto Raptors,Amir Johnson,"$6,050,000 ","$6,550,000 ","$7,050,000 ",,,Bird Rights,"$17,650,000 ","Contract has a 5% trade kicker   /   2012-13, 2013-14 and 2014-15 each include $50,000 in likely incentives   /   2014-15 is partially guaranteed for $5,000,000   /   Signed 7/8/10 for an assumed $30,000,000 plus incentives for 5 years"
Toronto Raptors,Landry Fields,"$6,250,000 ","$6,250,000 ","$6,250,000 ",,,Cap Space,"$18,750,000 ","Signed offer sheet on 7/11/12 for an assumed $18,750,000 for 3 years"
Toronto Raptors,Andrea Bargnani,"$10,000,000 ","$10,750,000 ","$11,500,000 ",,,Bird Rights,"$32,250,000 ","2014-15 is an ETO   /   Contract has a 5% trade kicker   /   2012-13 and 2013-14 each have up to $2,000,000 in unlikely incentives not included here   /   Extension signed on 7/8/09 for an assumed $50,000,000 plus incentives for 5 years starting in 2010-11"
Toronto Raptors,Jose Calderon,"$10,561,982 ",,,,,Bird Rights,"$10,561,982 ","Contract has a 10% trade kicker   /   Signed 7/9/08 for an assumed $45,000,000 for 5 years"
Utah Jazz,DeMarre Carroll,"$885,120 ",,,,,Minimum Salary,,2012-13 is not guaranteed if waived by 7/13/12   /   Signed 2/8/12 for an assumed minimum salary for the remainder of the season and for 2012-13
Utah Jazz,Jamaal Tinsley,"$1,352,181 ",,,,,Minimum Salary,"$1,352,181 ",Team Option for 2012-13 was exercised on 6/29/12   /   Signed 12/11/11 for an assumed minimum salary for 2 years
Utah Jazz,Jeremy Evans,"$1,800,000 ","$1,833,333 ","$1,866,667 ",,,Early Bird Rights,"$5,500,000 ","Signed 7/11/12 for an assumed $5,500,000 for 3 years"
Utah Jazz,Earl Watson,"$2,000,000 ",,,,,MLE,"$2,000,000 ","Signed 12/9/11 for an assumed $4,000,000 for 2 years"
Utah Jazz,Alec Burks,"$2,111,160 ","$2,202,000 ","$3,034,356 ",,,1st Round Pick,"$2,111,160 ",Signed 12/9/11
Utah Jazz,Randy Foye,"$2,500,000 ",,,,,MLE,"$2,500,000 ","Signed 7/26/12 for an assumed $2,500,000 for 1 year"
Utah Jazz,Raja Bell,"$2,500,000 ",,,,,,"$2,500,000 ","Agreed to a buyout on 7/10/12 for an assumed $2,500,000   /   Signed 7/19/10"
Utah Jazz,Gordon Hayward,"$2,709,720 ","$3,452,183 ",,,,1st Round Pick,"$2,709,720 ",Team Option for 2012-13 was picked up on 6/29/11   /   Signed 7/1/10
Utah Jazz,Enes Kanter,"$4,319,280 ","$4,505,280 ","$5,694,674 ",,,1st Round Pick,"$4,319,280 ",Signed 12/9/11
Utah Jazz,Derrick Favors,"$4,753,320 ","$6,008,196 ",,,,1st Round Pick,"$4,753,320 ",Team Option for 2012-13 was picked up on 6/29/11   /   Signed 7/15/10
Utah Jazz,Marvin Williams,"$8,287,500 ","$7,500,000 ",,,,Bird Rights,"$15,787,500 ","2012-13 and 2013-14 each have up to $1,100,000 in unlikely incentives not included here   /   2013-14 is an ETO   /   Signed 8/7/09 for an assumed $37,500,000 plus incentives for 5 years"
Utah Jazz,Mo Williams,"$8,500,000 ",,,,,Bird Rights,"$8,500,000 ","Player Option for 2012-13 was exercised on 6/29/12   /   Signed 7/24/07 for an assumed $51,263,000 for 6 years"
